account_id,customer_id,account_type,open_date,balance
63,5895,saving,2015-02-05,69431.09
64,1029,fixed,2019-04-01,47826.07
65,5052,fixed,2018-01-06,58202.08
66,671,saving,2019-07-29,24104.1
67,4595,fixed,2015-09-02,20245.33
68,1856,saving,2020-10-02,70991.33
69,3430,current,2018-01-21,12233.04
70,5277,current,2020-01-24,17598.4
71,6987,fixed,2018-10-31,94094.64
72,9881,saving,2021-02-01,25332.9
73,4432,fixed,2015-07-09,32329.57
74,570,saving,2019-11-17,63319.43
75,6457,current,2022-10-25,44035.43
76,1147,saving,2020-07-04,55900.04
77,9057,saving,2018-04-30,14459.26
78,6515,current,2016-09-07,67240.77
79,4901,current,2015-03-09,15658.34
80,28,saving,2021-06-29,74772.55
81,5350,saving,2018-03-24,52361.73
82,1030,fixed,2016-03-29,81619.3
83,6617,saving,2021-03-23,17268.31
84,1997,saving,2019-03-12,37753.99
85,1342,saving,2020-11-21,84683.2
86,9441,saving,2016-04-10,79871.23
87,2088,saving,2021-10-11,96575.4
88,8873,current,2019-11-11,22196.05
89,375,fixed,2021-10-25,53902.8
90,3046,current,2022-08-03,1788.47
91,6276,current,2018-02-23,96523.46
92,5950,current,2017-11-25,17512.72
93,806,saving,2018-06-19,90470.76
94,6353,saving,2015-05-13,67833.31
95,6471,saving,2017-06-10,93684.85
96,6647,saving,2018-06-04,24822.92
97,279,fixed,2018-11-27,34516.43
98,1406,fixed,2016-01-31,16440.18
99,8980,saving,2020-11-07,42243.36
100,7151,saving,2021-04-21,94749.95
101,1333,saving,2015-03-24,57116.32
102,8066,saving,2019-03-04,41612.63
103,3148,fixed,2022-05-22,32486.63
104,7993,saving,2022-01-23,58476.18
105,3450,fixed,2017-04-20,72321.74
106,433,saving,2018-01-12,40678.85
107,8027,saving,2020-09-05,23089.89
108,1010,current,2016-01-14,58500.43
109,7280,fixed,2020-04-08,36556.26
110,5192,current,2021-09-06,99432.44
111,8509,fixed,2015-08-05,44104.46
112,5308,current,2016-01-16,43448.88
113,4217,saving,2016-09-28,83946.7
114,1366,saving,2017-03-10,25101.9
115,6797,saving,2021-12-30,6598.71
116,9128,saving,2015-10-10,85381.88
117,3519,saving,2015-08-02,58904.04
118,2769,saving,2018-03-25,26015.68
119,496,fixed,2020-08-08,34275.86
120,3593,saving,2022-01-21,42565.04
121,2233,saving,2017-05-04,68039.1
122,8049,fixed,2016-09-08,46818.21
123,2936,saving,2020-09-19,39581.96
124,6720,saving,2016-06-02,78046.65
125,4446,fixed,2017-10-25,7184.85
126,2368,saving,2017-11-10,65253.69
127,6556,saving,2016-10-07,44892.33
128,906,fixed,2017-07-29,33485.35
129,8169,saving,2015-08-30,92757.57
130,7901,saving,2017-07-19,77792.93
131,4598,saving,2020-11-23,21925.87
132,7654,saving,2015-12-09,65233.64
133,5010,saving,2019-07-25,82228.65
134,7236,saving,2021-09-30,98933.96
135,9708,fixed,2015-02-07,69842.5
136,7209,saving,2015-12-02,69069.09
137,7959,saving,2021-11-25,61329.2
138,5289,saving,2020-11-30,4000.26
139,7814,saving,2015-09-08,58505.65
140,6137,saving,2017-06-30,80504.77
141,8304,saving,2015-09-21,39541.84
142,6607,saving,2017-06-17,58697.92
143,9865,saving,2016-08-03,92648.82
144,2303,current,2021-08-28,17203.41
145,9843,fixed,2019-11-26,28047.58
146,7326,current,2022-10-05,11031.75
147,4396,fixed,2018-11-15,50024.46
148,3996,saving,2017-10-06,83964.94
149,8499,saving,2019-06-10,43521.7
150,8313,saving,2019-10-20,6983.99
151,7770,current,2016-07-15,26353.77
152,9470,saving,2021-11-25,88970.65
153,1428,fixed,2018-03-03,55752.41
154,5614,fixed,2018-11-13,91407.12
155,3103,current,2019-11-01,83443.81
156,9378,saving,2015-03-02,41429.16
157,1456,saving,2019-11-01,63354.4
158,9372,current,2018-10-06,66442.51
159,1347,saving,2016-10-18,74679.74
160,8821,saving,2020-05-31,33296.65
161,1215,saving,2015-06-18,28898.94
162,1962,saving,2017-11-11,68458.88
163,2996,saving,2022-10-28,81875.42
164,4613,current,2018-01-07,41424.68
165,9740,saving,2021-06-07,32106.85
166,5691,saving,2022-06-28,82553.66
167,2859,saving,2020-03-21,68695.05
168,762,fixed,2016-01-22,34355.0
169,5459,saving,2019-06-01,52966.6
170,8048,saving,2019-04-15,96086.25
171,4903,current,2021-07-04,74987.13
172,8106,saving,2021-11-12,22166.48
173,1497,saving,2021-01-09,29503.11
174,9436,saving,2022-08-04,26522.07
175,4583,saving,2019-09-11,84834.9
176,2044,current,2017-03-17,64141.92
177,3377,saving,2021-12-09,93999.74
178,8709,current,2022-03-27,9093.42
179,835,saving,2016-10-02,5200.38
180,624,fixed,2020-01-04,67620.18
181,1048,current,2021-02-16,26662.39
182,1565,saving,2020-09-30,67917.16
183,3983,saving,2022-03-27,72347.02
184,5441,saving,2021-07-16,30448.11
185,497,fixed,2022-01-16,95266.81
186,543,current,2015-01-17,77474.09
187,916,current,2015-08-30,36735.51
188,1802,current,2019-08-21,41211.87
189,82,current,2016-10-12,71587.15
190,1180,saving,2018-12-05,30403.67
191,8358,saving,2015-10-21,29537.52
192,2072,saving,2018-12-04,62490.95
193,8999,saving,2021-08-03,13479.43
194,7031,current,2016-11-03,99334.27
195,332,current,2018-12-10,28723.73
196,7146,saving,2015-07-01,38271.45
197,9727,saving,2017-03-02,22426.5
198,6980,saving,2016-10-28,64349.6
199,8373,fixed,2020-01-12,6048.86
200,9509,saving,2016-12-26,92780.87
201,6113,saving,2015-12-19,30398.54
202,9299,saving,2015-03-10,92737.53
203,1590,saving,2016-04-21,25353.92
204,2487,saving,2015-11-21,51378.82
205,5835,current,2018-08-11,69517.17
206,2591,saving,2018-05-17,61262.69
207,8680,current,2018-03-26,51249.26
208,8804,saving,2018-01-03,78853.27
209,3421,saving,2020-02-21,47049.4
210,5209,saving,2021-05-23,33317.44
211,9590,current,2018-06-08,71859.29
212,7215,current,2019-05-20,93727.15
213,1457,current,2015-03-24,60138.54
214,9530,current,2018-07-12,27970.93
215,4498,fixed,2015-09-26,76280.88
216,2868,saving,2015-10-28,76192.48
217,4584,current,2017-10-18,26686.41
218,5255,fixed,2015-03-31,38463.03
219,6346,fixed,2020-04-09,14094.48
220,6572,saving,2015-12-26,7966.76
221,7084,saving,2018-08-16,80736.27
222,5299,saving,2018-12-07,37257.63
223,79,saving,2018-02-22,28131.2
224,5653,saving,2022-09-28,25609.13
225,378,saving,2016-12-27,7480.56
226,165,saving,2019-05-22,98486.27
227,7968,saving,2018-04-16,36704.56
228,9913,fixed,2019-12-08,16424.94
229,5942,current,2015-01-05,86414.03
230,8347,saving,2020-01-11,72311.98
231,1147,current,2019-10-04,66262.08
232,9256,saving,2020-12-04,29721.47
233,2217,fixed,2016-03-06,41545.89
234,5450,saving,2016-01-25,84108.73
235,1464,saving,2018-10-05,63989.72
236,3471,saving,2017-01-13,34565.21
237,1517,saving,2015-03-25,10927.98
238,4424,saving,2022-04-02,90027.04
239,1527,saving,2016-03-28,95553.75
240,789,fixed,2018-02-08,71879.49
241,6521,saving,2015-11-19,69139.18
242,7422,fixed,2020-05-07,53771.0
243,6578,saving,2019-04-12,97151.04
244,2549,current,2020-06-11,69415.05
245,7253,fixed,2018-02-02,7673.44
246,4609,saving,2018-01-14,9172.94
247,8708,saving,2021-12-25,96357.25
248,6641,saving,2016-05-20,94327.95
249,6746,fixed,2018-03-25,55783.58
250,3063,saving,2019-10-01,21414.08
251,5282,fixed,2016-05-10,58350.58
252,4763,current,2017-07-29,76354.39
253,9760,saving,2016-01-21,828.23
254,9641,saving,2019-07-31,82281.26
255,967,saving,2016-11-06,46479.72
256,6077,saving,2020-03-11,46316.4
257,5695,fixed,2022-12-22,43430.68
258,8556,saving,2021-05-23,69184.61
259,108,current,2017-07-11,20946.15
260,7182,fixed,2019-11-29,60666.04
261,8815,saving,2015-07-20,4409.68
262,4417,saving,2017-03-21,81134.94
263,510,fixed,2017-06-01,81544.35
264,6816,current,2018-11-03,31188.0
265,9257,saving,2022-01-04,10541.94
266,3866,saving,2018-07-12,74774.9
267,8496,saving,2018-04-26,47021.44
268,9161,current,2017-06-16,92496.7
269,9631,current,2021-08-01,35348.46
270,3872,current,2018-05-01,84150.9
271,5514,saving,2018-02-07,2532.29
272,6509,current,2019-07-05,77279.38
273,7165,current,2017-12-24,67824.99
274,3501,fixed,2017-12-24,52626.77
275,2200,fixed,2015-11-13,91042.59
276,3902,current,2020-11-12,94201.12
277,7759,current,2016-04-03,92968.52
278,6071,fixed,2019-09-29,59780.29
279,2271,saving,2016-01-30,51939.65
280,5386,fixed,2018-05-04,26897.2
281,230,fixed,2019-04-23,16207.04
282,2487,fixed,2017-11-28,55709.45
283,8342,fixed,2021-01-05,14849.67
284,910,saving,2021-08-20,17211.57
285,978,saving,2021-08-10,35674.3
286,635,saving,2019-10-22,18674.7
287,5990,saving,2016-03-31,50172.81
288,4718,current,2015-10-03,66374.95
289,2191,saving,2019-04-28,69790.06
290,5190,current,2018-06-15,53277.8
291,4940,saving,2021-09-18,52179.9
292,7082,saving,2015-06-12,47481.11
293,3475,current,2019-07-01,24526.52
294,6696,saving,2017-03-10,65424.28
295,7195,current,2022-10-22,65702.92
296,1866,saving,2018-02-06,25580.5
297,299,saving,2015-06-29,70056.9
298,2740,fixed,2020-12-19,85800.53
299,6702,saving,2019-03-23,59470.94
300,3726,fixed,2022-12-09,11753.96
301,4541,saving,2020-07-27,32726.07
302,8290,fixed,2019-01-18,9278.79
303,4815,saving,2017-10-08,30203.11
304,6135,fixed,2018-12-02,21194.42
305,3523,saving,2019-08-12,55462.89
306,4419,fixed,2016-04-01,42354.45
307,6819,fixed,2017-07-03,72268.41
308,8125,fixed,2022-01-01,36304.23
309,8163,saving,2021-04-11,15472.07
310,5490,saving,2017-02-22,23602.49
311,6086,fixed,2018-02-12,54578.32
312,9038,saving,2021-12-20,44985.48
313,4186,current,2018-09-22,4260.86
314,4227,saving,2021-11-11,20994.55
315,8097,current,2022-05-15,29673.65
316,3882,saving,2015-02-25,72535.95
317,7693,saving,2016-02-28,73042.7
318,9245,saving,2015-02-19,69798.76
319,3616,saving,2021-08-17,81846.15
320,6806,fixed,2020-05-13,87387.97
321,3158,current,2018-10-17,7110.82
322,2106,saving,2020-10-30,49305.73
323,5177,saving,2017-05-31,14895.93
324,994,saving,2022-02-21,35406.01
325,3097,saving,2020-09-26,66319.71
326,190,saving,2019-07-28,60165.87
327,2899,saving,2015-08-26,12855.96
328,5857,saving,2016-01-24,75708.16
329,4250,fixed,2016-11-15,78701.68
330,5389,current,2015-07-06,13918.39
331,7047,saving,2022-07-06,61565.91
332,3412,saving,2021-08-07,94522.93
333,9239,saving,2020-08-17,9394.08
334,606,saving,2022-04-12,16460.68
335,1367,saving,2020-09-05,76552.46
336,6483,saving,2017-08-31,33692.57
337,9257,current,2017-09-09,95557.16
338,5796,saving,2015-10-03,62436.3
339,518,fixed,2017-04-04,48320.03
340,5219,saving,2022-10-09,33766.35
341,3808,saving,2020-03-06,23912.47
342,5436,current,2022-07-26,65002.08
343,2273,saving,2016-04-21,59202.9
344,2309,saving,2022-07-14,35791.28
345,9295,saving,2019-04-25,91777.67
346,4793,saving,2021-08-04,76180.39
347,811,saving,2018-06-13,26006.74
348,8269,saving,2017-11-22,94336.6
349,2310,saving,2019-04-14,75553.91
350,7909,saving,2016-06-28,89710.69
351,9218,saving,2020-11-17,13622.0
352,4440,saving,2022-05-28,3299.68
353,6390,saving,2015-11-26,49291.83
354,3559,saving,2017-12-24,44815.29
355,8009,saving,2020-12-09,86980.4
356,846,saving,2019-04-28,17214.54
357,8885,fixed,2020-03-23,2358.22
358,1333,saving,2019-10-11,52924.78
359,6301,saving,2021-11-28,17756.61
360,1275,fixed,2022-08-21,4950.9
361,7167,current,2015-05-07,2220.65
362,9437,fixed,2022-12-25,14243.37
363,338,saving,2018-04-24,37585.66
364,3295,saving,2019-11-08,88396.83
365,337,saving,2020-11-08,76057.46
366,1868,saving,2019-04-28,53016.82
367,6915,saving,2020-05-10,43034.48
368,495,saving,2020-09-24,45579.91
369,4643,current,2020-09-03,88464.44
370,3887,fixed,2020-03-04,72463.11
371,8353,saving,2021-07-24,17201.25
372,2037,saving,2019-06-23,93973.19
373,9934,saving,2022-09-16,77291.51
374,9700,current,2017-05-22,3415.61
375,5084,current,2020-03-23,50225.7
376,3561,saving,2021-05-30,65278.18
377,9568,current,2015-09-03,6098.9
378,9746,saving,2015-09-14,35306.02
379,2282,saving,2017-04-01,64830.25
380,1602,fixed,2021-07-27,81608.77
381,1300,saving,2017-02-28,97713.79
382,8903,fixed,2016-11-24,12163.05
383,4168,current,2017-01-08,63240.24
384,2047,saving,2016-12-19,89278.97
385,2882,saving,2016-07-09,71691.79
386,5475,saving,2019-02-22,63239.96
387,1818,current,2021-12-21,21442.2
388,2199,saving,2018-06-22,81529.73
389,3333,fixed,2018-07-01,56249.14
390,1104,current,2018-02-06,11141.62
391,3178,saving,2021-06-28,93560.17
392,4816,fixed,2015-04-24,98839.07
393,2178,current,2017-08-05,53767.25
394,1195,saving,2016-04-29,77647.91
395,4502,fixed,2015-10-05,58331.27
396,6042,saving,2019-11-08,42220.57
397,8728,current,2017-11-18,40910.8
398,7061,fixed,2016-02-02,96431.43
399,9262,saving,2015-08-10,36878.65
400,8325,saving,2021-06-23,49045.42
401,264,saving,2021-05-07,24849.08
402,4463,saving,2019-11-13,25328.21
403,6969,current,2021-09-11,35622.71
404,2053,saving,2019-06-21,92477.76
405,4947,current,2015-12-09,39653.81
406,5826,saving,2021-08-25,55228.95
407,6045,current,2017-02-13,54575.35
408,4090,fixed,2015-12-06,58315.13
409,358,fixed,2015-01-07,82004.34
410,5506,saving,2018-07-20,90120.14
411,4421,current,2015-10-15,20874.69
412,8943,saving,2017-06-11,86044.73
413,3251,saving,2022-12-04,54770.71
414,6563,current,2016-12-17,92446.95
415,2259,fixed,2015-07-03,91615.66
416,9103,saving,2020-01-28,38943.33
417,3811,fixed,2016-07-23,65187.67
418,584,current,2016-09-14,87141.12
419,3439,current,2021-02-11,38470.89
420,8769,current,2016-10-04,4382.54
421,6358,current,2021-12-02,35980.78
422,9345,saving,2022-12-05,36540.42
423,6147,saving,2022-05-01,80674.56
424,4991,fixed,2021-12-26,30962.35
425,1784,saving,2015-04-20,89398.37
426,1094,saving,2017-01-01,54864.15
427,4533,current,2015-08-02,58615.42
428,5118,fixed,2019-05-17,80700.75
429,7939,saving,2016-07-21,13457.52
430,6747,saving,2018-12-31,1794.16
431,2134,fixed,2022-11-11,5661.47
432,8710,saving,2018-09-19,3066.35
433,8934,saving,2018-12-23,69989.49
434,6121,fixed,2017-04-26,24497.11
435,2478,saving,2022-05-29,85742.21
436,4959,current,2017-12-07,88287.5
437,6138,fixed,2017-09-02,35608.7
438,2877,current,2021-02-24,19482.54
439,43,saving,2021-12-30,49881.2
440,5830,saving,2021-07-04,81580.84
441,3442,saving,2020-04-04,68489.2
442,8596,current,2020-05-15,2574.23
443,9519,current,2020-03-31,715.06
444,6347,saving,2015-05-04,11380.35
445,6850,fixed,2021-02-25,33677.38
446,6687,saving,2015-03-16,53688.22
447,2651,current,2020-06-11,81758.49
448,4346,fixed,2015-06-06,14279.28
449,878,saving,2018-03-03,15247.9
450,1887,saving,2021-06-17,86363.04
451,1304,saving,2019-04-18,92402.49
452,1741,saving,2018-02-17,55128.94
453,1113,current,2015-03-24,78489.26
454,3877,fixed,2016-11-23,34267.11
455,6041,saving,2018-06-05,94626.69
456,7453,current,2021-02-11,90488.05
457,6119,saving,2020-02-20,84960.49
458,8440,saving,2019-11-20,1298.16
459,6796,saving,2020-09-21,52329.81
460,7045,saving,2019-03-13,2666.18
461,568,saving,2015-03-14,67744.56
462,5959,fixed,2020-02-21,18344.36
463,9381,fixed,2021-01-21,63948.0
464,1354,current,2021-05-03,9795.86
465,5030,saving,2019-01-03,75661.61
466,9173,current,2018-02-25,72644.8
467,4966,fixed,2022-12-24,460.99
468,169,fixed,2018-09-03,79205.32
469,7713,fixed,2022-05-25,16378.73
470,2672,saving,2015-02-03,10929.01
471,379,saving,2020-11-15,50024.72
472,1933,current,2018-05-18,59009.12
473,194,current,2021-06-21,10310.58
474,8456,fixed,2016-12-10,30474.86
475,9664,saving,2018-07-03,40779.49
476,4617,current,2019-04-27,94361.6
477,5015,current,2016-02-09,25132.23
478,7879,saving,2016-09-07,26048.8
479,1301,fixed,2020-04-08,65939.52
480,3201,saving,2020-02-01,72715.25
481,3374,saving,2017-05-31,1082.22
482,8766,current,2018-04-27,13403.09
483,9730,saving,2020-04-11,35769.1
484,1384,current,2022-11-21,63201.1
485,9573,saving,2022-12-12,13411.9
486,3538,current,2019-05-17,35694.91
487,7925,fixed,2020-04-23,8020.26
488,9716,saving,2018-05-30,57111.38
489,4992,saving,2016-03-15,42636.53
490,5203,current,2016-06-15,78808.12
491,3933,saving,2018-07-27,57388.84
492,3623,current,2022-09-25,65910.76
493,9088,saving,2018-06-25,67115.83
494,465,fixed,2015-04-26,58960.86
495,7981,fixed,2016-02-09,1609.2
496,1611,saving,2020-07-14,83205.93
497,8805,saving,2018-07-02,91669.96
498,605,saving,2015-10-24,53424.03
499,7968,fixed,2022-02-18,11215.83
500,621,saving,2021-07-09,65470.15
501,2603,saving,2017-12-30,36373.03
502,6474,current,2017-08-23,7328.01
503,3801,fixed,2020-10-07,85420.71
504,7099,current,2016-12-16,71171.34
505,6539,saving,2017-10-02,80482.51
506,156,fixed,2017-12-10,79612.67
507,8161,fixed,2015-01-16,35767.83
508,6682,saving,2019-03-08,48221.3
509,2716,saving,2015-02-20,23365.45
510,4340,current,2019-12-08,75489.65
511,8071,saving,2019-05-23,52396.17
512,6691,saving,2018-04-18,65000.56
513,450,fixed,2022-08-17,35662.23
514,1070,saving,2020-06-15,67918.25
515,4018,fixed,2021-07-03,67120.47
516,2820,current,2019-09-23,77015.86
517,2286,saving,2017-07-20,15543.75
518,9383,fixed,2020-07-08,62366.84
519,1400,saving,2021-06-06,87947.64
520,2249,current,2016-06-01,9416.12
521,6376,saving,2021-04-28,96074.67
522,724,saving,2020-11-08,20778.31
523,9634,current,2015-07-13,93654.64
524,5274,fixed,2017-12-23,86801.99
525,7536,fixed,2018-08-10,77018.81
526,4821,saving,2015-08-14,20943.42
527,87,saving,2016-03-20,21643.8
528,7698,saving,2021-07-09,25930.49
529,6847,fixed,2020-03-17,81045.64
530,4150,saving,2016-05-11,18768.93
531,1752,saving,2019-01-22,58084.08
532,5162,current,2018-09-18,77752.9
533,3421,saving,2015-09-02,46063.01
534,4838,current,2020-10-12,84074.61
535,2484,current,2017-03-15,56210.3
536,3213,current,2017-07-20,59512.54
537,3923,saving,2019-10-27,67678.33
538,6311,saving,2018-07-13,84597.9
539,6043,current,2021-01-18,463.4
540,8014,fixed,2019-12-10,39255.53
541,9679,saving,2015-01-25,96299.15
542,3528,saving,2020-04-02,9867.18
543,8265,current,2015-10-27,23344.85
544,8917,fixed,2018-06-02,57093.11
545,3755,saving,2015-03-15,85787.97
546,8163,saving,2018-02-13,9720.33
547,4366,current,2015-06-01,403.04
548,8411,current,2022-03-13,68702.18
549,547,saving,2019-05-05,59730.2
550,3730,saving,2020-03-22,27106.05
551,7351,saving,2020-05-09,95761.49
552,5885,saving,2015-04-02,55914.99
553,1969,saving,2022-12-29,66341.33
554,4517,saving,2022-08-26,37878.22
555,1260,current,2018-11-11,92158.82
556,6993,current,2022-11-15,27607.66
557,7757,current,2016-11-15,74878.75
558,2934,fixed,2016-01-07,11666.61
559,2510,saving,2019-03-02,53778.65
560,1563,fixed,2018-06-13,57778.96
561,9982,saving,2017-12-01,18835.36
562,8076,saving,2018-03-18,32377.67
563,3670,current,2022-10-18,17869.72
564,2482,saving,2022-08-04,84502.61
565,7199,current,2016-09-02,65718.91
566,205,saving,2015-04-30,44643.41
567,742,fixed,2020-01-13,55598.03
568,7050,current,2019-04-02,34404.16
569,4264,saving,2022-02-01,42873.93
570,7838,saving,2020-09-26,61937.18
571,4738,saving,2018-11-10,21147.86
572,1106,fixed,2022-10-19,13409.63
573,6831,current,2019-05-23,94445.89
574,4198,saving,2020-09-17,23685.45
575,89,fixed,2016-04-17,49522.44
576,6489,saving,2018-03-02,76152.25
577,3382,current,2015-11-20,55608.34
578,3186,fixed,2015-02-21,63487.47
579,6680,saving,2017-07-21,16343.29
580,6307,current,2020-12-23,39492.85
581,865,saving,2018-11-28,69023.68
582,8247,saving,2019-11-18,20978.62
583,4672,fixed,2021-01-25,48355.65
584,558,fixed,2019-12-29,58924.98
585,9185,fixed,2022-01-08,78933.28
586,4292,fixed,2015-12-26,21634.21
587,448,current,2019-08-11,97809.19
588,1822,saving,2015-03-09,96742.63
589,3820,saving,2018-03-19,1229.35
590,92,saving,2016-04-25,36797.75
591,608,saving,2018-12-09,6783.95
592,9444,fixed,2020-05-14,31724.66
593,286,saving,2015-08-09,60706.29
594,2922,saving,2015-09-18,60873.65
595,102,fixed,2021-05-02,9666.38
596,3836,saving,2019-07-08,67711.83
597,8170,saving,2016-11-07,84633.88
598,4236,current,2022-12-11,63116.45
599,9871,saving,2021-09-21,30996.59
600,7510,saving,2021-11-21,249.51
601,6717,saving,2022-09-10,64840.85
602,535,saving,2015-08-31,67775.4
603,6667,saving,2020-04-19,70874.93
604,8208,fixed,2022-01-05,3926.06
605,8753,fixed,2019-08-06,51644.78
606,2926,saving,2018-04-07,41343.13
607,910,saving,2022-03-07,76734.83
608,9606,saving,2018-12-27,72268.92
609,5009,fixed,2016-10-27,95066.08
610,119,saving,2020-02-29,89751.0
611,3114,saving,2017-02-05,55800.68
612,6154,saving,2019-05-21,98047.39
613,1492,current,2020-03-24,15021.28
614,2097,saving,2021-11-06,715.87
615,7945,saving,2015-07-07,10783.28
616,2255,current,2016-12-05,35511.18
617,8706,fixed,2016-11-22,75525.94
618,6104,saving,2018-09-28,38306.68
619,1234,fixed,2022-04-03,78060.2
620,5259,current,2015-12-01,74278.41
621,9672,saving,2021-11-09,79434.98
622,5632,saving,2017-01-07,18727.23
623,3350,saving,2021-07-12,51603.35
624,9733,saving,2021-07-30,71269.18
625,130,saving,2015-12-22,28417.47
626,3717,saving,2020-04-06,83802.64
627,6755,saving,2015-08-20,77931.2
628,3744,saving,2017-03-06,11987.65
629,1772,current,2015-07-09,21788.8
630,4455,saving,2015-02-17,23737.34
631,6771,saving,2017-03-24,87847.66
632,7251,saving,2020-06-06,18672.69
633,5274,current,2020-10-03,62209.63
634,8698,saving,2020-12-06,6491.21
635,5629,saving,2021-03-21,55250.54
636,4914,saving,2022-08-27,14125.21
637,9031,saving,2021-02-28,57549.57
638,4719,saving,2019-08-07,36779.57
639,2677,saving,2020-08-20,60568.27
640,97,fixed,2015-09-16,39444.32
641,1964,saving,2020-05-28,85429.52
642,5402,saving,2015-10-25,75697.77
643,7768,saving,2022-06-09,84470.22
644,599,saving,2018-05-05,22205.22
645,3964,current,2019-06-16,14881.6
646,8621,saving,2018-12-09,55733.47
647,7294,fixed,2021-07-08,87283.32
648,1325,saving,2021-01-09,11062.4
649,8112,saving,2018-10-31,23388.82
650,1768,saving,2015-05-14,74599.82
651,5165,fixed,2017-08-13,46536.1
652,9709,current,2020-12-03,60346.33
653,1340,saving,2022-06-02,59175.44
654,9169,saving,2018-07-03,41235.5
655,6467,current,2016-07-06,70570.23
656,9807,saving,2016-11-23,85226.91
657,9777,saving,2021-02-13,90775.7
658,5464,fixed,2020-09-17,4641.16
659,5491,saving,2016-04-24,55360.61
660,4062,current,2022-08-08,4037.15
661,7605,current,2018-02-27,90093.01
662,1271,fixed,2022-09-24,42926.58
663,219,saving,2015-03-04,90052.54
664,534,fixed,2017-08-12,18768.34
665,7952,saving,2020-11-14,16237.12
666,9688,saving,2018-12-06,90832.41
667,9566,saving,2020-02-09,93837.56
668,3824,current,2022-01-21,76678.96
669,65,saving,2019-01-09,22202.54
670,4342,saving,2022-08-04,17198.54
671,5083,saving,2019-06-21,74801.31
672,9917,saving,2019-12-20,63477.47
673,2986,saving,2015-08-24,87207.67
674,5595,saving,2018-01-13,27681.14
675,3914,saving,2019-12-02,29535.71
676,9241,saving,2021-07-30,73164.11
677,8018,current,2018-04-04,26786.86
678,4256,saving,2018-10-22,46237.72
679,1005,saving,2018-12-04,52014.21
680,2123,saving,2021-01-20,66918.45
681,6697,fixed,2018-06-07,34438.35
682,3982,saving,2017-05-31,85833.7
683,472,current,2022-03-26,40232.9
684,3406,saving,2017-07-15,4137.33
685,309,saving,2019-09-23,6700.21
686,7696,saving,2022-12-31,97157.34
687,7708,saving,2018-06-19,62204.28
688,3048,saving,2015-05-01,49092.8
689,2018,saving,2017-08-23,86968.06
690,4882,saving,2020-08-11,71688.47
691,1479,saving,2015-04-28,18139.21
692,4198,current,2016-09-30,729.23
693,7722,fixed,2016-01-09,98213.03
694,4871,saving,2020-11-29,62921.6
695,3460,saving,2021-12-22,47707.42
696,9424,saving,2022-06-15,94465.61
697,5435,current,2019-12-16,36920.77
698,572,current,2020-04-07,72255.26
699,3590,fixed,2017-11-08,67011.43
700,8340,fixed,2019-11-12,67702.14
701,5919,saving,2017-02-10,67713.27
702,597,fixed,2016-07-14,1042.73
