transaction_id,account_id,transaction_type,transaction_date,amount
109,9822,Deposit,2022-11-18,3622.19
110,1542,Deposit,2021-10-11,770.53
111,5648,Withdraw,2021-02-20,9415.74
112,7740,Withdraw,2022-06-29,4143.4
113,9157,Transfer,2023-02-20,240.57
114,6056,Transfer,2023-10-18,7194.81
115,6644,Unknown,2021-05-21,2525.3
116,6851,Withdraw,2021-05-26,919.24
117,9186,Withdraw,2022-04-01,8442.21
118,3521,Transfer,2022-07-05,2433.3
119,6389,Deposit,2023-03-27,5438.28
120,8454,Deposit,2023-05-07,6126.53
121,4639,Transfer,2020-06-25,9450.69
122,3423,Deposit,2022-07-08,3970.9
123,2082,Transfer,2020-07-26,5019.05
124,488,Withdraw,2020-05-13,3023.87
125,9973,Unknown,2021-05-29,4669.51
126,3421,Deposit,2020-11-04,80.62
127,7614,Withdraw,2021-06-05,8588.39
128,6614,Transfer,2021-06-19,668.86
129,6438,Transfer,2023-02-09,2468.41
130,4984,Deposit,2021-02-20,7193.84
131,1783,Transfer,2023-09-25,6419.08
132,7556,Withdraw,2020-10-04,7520.05
133,277,Deposit,2022-04-08,5057.39
134,9892,Transfer,2021-04-24,9286.69
135,8690,Deposit,2023-05-30,9450.5
136,5363,Withdraw,2023-07-07,7581.54
137,8039,Withdraw,2023-04-17,3223.82
138,3929,Transfer,2022-03-17,421.15
139,4455,Withdraw,2022-11-20,5497.81
140,2840,Transfer,2020-07-19,100.49
141,278,Deposit,2020-01-30,8095.83
142,4267,Deposit,2023-06-22,5884.56
143,1520,Transfer,2022-05-10,6193.05
144,6833,Unknown,2022-10-10,613.66
145,4472,Deposit,2021-05-14,5862.66
146,5138,Deposit,2023-04-05,1805.58
147,6444,Deposit,2021-09-02,4032.21
148,4205,Deposit,2020-01-25,3198.51
149,9248,Unknown,2023-06-26,2470.47
150,1466,Transfer,2023-06-06,4476.24
151,1080,Deposit,2023-04-02,7621.72
152,9956,Transfer,2021-01-29,2339.88
153,2495,Unknown,2021-04-18,5109.68
154,6636,Transfer,2021-09-09,3572.95
155,9081,Deposit,2020-10-28,6545.17
156,8324,Deposit,2022-05-06,5674.88
157,9454,Withdraw,2022-02-27,6504.09
158,250,Withdraw,2021-05-11,9823.04
159,1066,Withdraw,2021-01-20,5074.82
160,997,Deposit,2020-07-20,1036.75
161,231,Withdraw,2020-04-08,457.77
162,9020,Unknown,2021-02-20,513.25
163,404,Unknown,2022-01-14,3528.25
164,4077,Deposit,2022-11-20,7248.98
165,3964,Withdraw,2023-11-12,8402.68
166,3453,Transfer,2021-03-28,5944.53
167,8047,Deposit,2021-04-09,4805.04
168,7957,Deposit,2021-07-30,8467.91
169,4223,Unknown,2020-06-21,576.66
170,5765,Deposit,2023-04-05,3242.65
171,8432,Unknown,2021-08-21,583.12
172,7718,Withdraw,2022-01-23,9311.74
173,6714,Transfer,2023-05-25,901.03
174,8880,Withdraw,2022-08-06,9595.91
175,8555,Transfer,2023-03-10,7310.9
176,4270,Withdraw,2022-06-15,4950.44
177,4951,Deposit,2021-09-01,3132.91
178,2305,Unknown,2020-06-05,5375.44
179,2148,Deposit,2022-04-08,6430.51
180,2535,Transfer,2023-10-06,4818.21
181,9564,Withdraw,2021-08-06,9175.81
182,2593,Unknown,2021-01-20,1401.57
183,3438,Unknown,2022-01-06,1292.71
184,5272,Unknown,2021-09-24,7797.39
185,2630,Withdraw,2021-02-14,5611.61
186,6798,Deposit,2021-02-25,4066.82
187,8288,Deposit,2023-10-25,8206.33
188,8531,Deposit,2021-03-11,9391.26
189,9670,Withdraw,2023-09-21,5251.9
190,1108,Deposit,2022-10-12,5690.45
191,7641,Unknown,2022-02-01,559.45
192,4221,Transfer,2020-06-08,4989.49
193,2388,Deposit,2021-04-16,206.98
194,651,Transfer,2023-11-10,4064.93
195,5629,Withdraw,2022-04-13,9664.0
196,6816,Deposit,2020-05-27,7627.98
197,1437,Deposit,2020-02-26,7346.78
198,3358,Transfer,2022-12-21,7850.77
199,3158,Withdraw,2022-09-13,8498.3
200,4235,Withdraw,2021-05-26,436.62
201,9172,Withdraw,2021-11-18,8796.17
202,704,Unknown,2020-07-29,7748.41
203,6054,Deposit,2021-10-08,6842.31
204,1212,Withdraw,2020-03-07,4063.27
205,9607,Deposit,2022-03-28,3012.4
206,4999,Deposit,2022-02-02,1927.51
207,8132,Transfer,2022-03-12,3422.68
208,7460,Unknown,2020-04-14,8784.03
209,1062,Deposit,2022-05-04,574.05
210,1060,Transfer,2022-12-28,7264.52
211,8307,Deposit,2023-10-18,860.68
212,8706,Withdraw,2020-11-18,1176.98
213,8503,Transfer,2021-08-22,2005.41
214,9982,Withdraw,2023-03-31,6741.78
215,845,Transfer,2021-09-18,8515.59
216,3260,Deposit,2023-08-15,1426.34
217,4121,Withdraw,2020-02-01,2346.47
218,8974,Unknown,2023-10-24,6350.24
219,7408,Deposit,2023-10-09,4567.11
220,5513,Withdraw,2021-08-21,6338.42
221,675,Transfer,2020-11-06,1591.52
222,9477,Deposit,2021-03-24,4601.42
223,4332,Transfer,2020-12-24,3411.18
224,1486,Withdraw,2022-05-18,4372.81
225,9726,Unknown,2022-05-21,2970.62
226,2117,Withdraw,2023-03-30,1441.03
227,5371,Deposit,2020-07-10,6671.16
228,6831,Unknown,2021-04-20,6693.51
229,735,Deposit,2020-05-17,2651.21
230,7498,Transfer,2021-05-25,5775.87
231,3568,Withdraw,2022-08-26,9617.32
232,1021,Withdraw,2021-04-18,5375.92
233,6493,Transfer,2021-05-11,3146.8
234,6160,Deposit,2020-04-19,3092.49
235,209,Unknown,2022-12-10,8314.17
236,7211,Withdraw,2022-03-12,4889.82
237,9166,Unknown,2022-06-28,2640.09
238,6828,Deposit,2023-10-12,6312.56
239,1929,Deposit,2023-08-10,8648.89
240,4935,Deposit,2021-07-13,7277.35
241,9808,Deposit,2023-12-21,872.59
242,1724,Deposit,2020-01-28,3423.18
243,7475,Withdraw,2021-01-10,8128.99
244,8728,Withdraw,2022-07-25,4188.38
245,8574,Unknown,2023-06-13,9986.29
246,6907,Deposit,2021-05-02,3425.99
247,3063,Unknown,2022-08-09,9075.87
248,6126,Transfer,2022-09-03,4599.87
249,9399,Deposit,2023-11-02,9360.63
250,5878,Withdraw,2021-08-10,4218.84
251,5251,Unknown,2023-09-06,4689.86
252,5487,Deposit,2022-12-19,5412.63
253,5994,Deposit,2020-08-12,407.52
254,4039,Transfer,2020-02-21,849.67
255,8467,Deposit,2023-10-15,8547.27
256,4522,Transfer,2022-03-21,2658.87
257,3400,Transfer,2022-01-01,6276.35
258,6871,Deposit,2020-09-06,2607.41
259,7060,Withdraw,2021-02-27,3527.31
260,3873,Deposit,2020-02-11,6047.12
261,8582,Transfer,2023-12-15,3392.91
262,8463,Unknown,2022-09-06,7260.87
263,3022,Withdraw,2023-12-01,5170.28
264,457,Unknown,2020-11-18,7569.91
265,8538,Transfer,2020-11-20,2147.25
266,3328,Transfer,2020-11-30,6453.21
267,5919,Transfer,2021-09-13,3140.31
268,3457,Unknown,2020-04-26,3537.85
269,5267,Deposit,2021-08-03,1874.09
270,9743,Deposit,2020-04-07,1293.97
271,3874,Withdraw,2020-09-06,8814.88
272,5202,Deposit,2022-06-09,9463.3
273,3758,Deposit,2020-07-04,3941.67
274,9267,Deposit,2021-03-06,7637.64
275,2315,Deposit,2023-11-17,8037.03
276,3563,Withdraw,2022-04-15,1427.1
277,4946,Unknown,2022-01-03,9391.46
278,7616,Withdraw,2022-08-31,8084.06
279,6401,Withdraw,2023-08-02,7898.26
280,2057,Withdraw,2020-07-11,9245.67
281,4417,Deposit,2023-12-05,3535.3
282,1367,Transfer,2020-07-12,8868.02
283,7425,Unknown,2022-11-29,9980.04
284,3962,Transfer,2020-11-12,2321.15
285,9364,Transfer,2022-10-12,1223.13
286,2240,Transfer,2021-01-11,1096.9
287,9108,Unknown,2020-10-23,3781.08
288,5244,Withdraw,2023-05-10,8089.6
289,9553,Withdraw,2021-04-12,7510.79
290,85,Deposit,2023-04-08,1981.28
291,5032,Withdraw,2020-07-08,5351.95
292,9688,Unknown,2023-02-16,3621.75
293,7838,Deposit,2021-08-14,8320.04
294,1559,Withdraw,2021-09-08,8043.69
295,5240,Withdraw,2021-07-03,8103.27
296,5176,Unknown,2020-06-25,5257.39
297,6545,Deposit,2022-01-16,8076.58
298,4610,Deposit,2022-07-02,7336.25
299,4458,Withdraw,2023-10-10,5252.36
300,3800,Withdraw,2022-01-03,7729.84
301,33,Deposit,2021-04-29,3774.84
302,1785,Deposit,2023-10-12,7800.28
303,8463,Deposit,2021-10-12,6237.5
304,9578,Withdraw,2020-01-04,8620.17
305,6818,Deposit,2020-12-22,8924.41
306,8636,Unknown,2020-03-01,3893.45
307,8340,Unknown,2020-05-03,2885.65
308,2519,Deposit,2021-09-14,2808.04
309,8735,Deposit,2023-07-31,3267.92
310,2026,Deposit,2023-06-24,516.55
311,8544,Deposit,2023-05-26,9313.01
312,369,Withdraw,2023-08-06,1248.58
313,6169,Withdraw,2020-07-11,8780.76
314,7680,Withdraw,2022-07-17,4880.81
315,4428,Deposit,2021-03-06,9004.51
316,780,Transfer,2020-05-31,9326.59
317,9676,Unknown,2022-11-23,8213.88
318,7667,Transfer,2020-03-12,4075.57
319,2486,Unknown,2020-01-16,4130.54
320,6288,Withdraw,2023-01-08,9664.62
321,2750,Deposit,2023-07-19,3374.17
322,4170,Deposit,2022-06-02,4117.52
323,9208,Unknown,2022-06-01,2915.6
324,6026,Transfer,2023-01-12,5142.1
325,7259,Withdraw,2023-03-11,6108.2
326,9268,Transfer,2021-09-25,6633.82
327,9232,Deposit,2021-12-02,1593.28
328,2703,Unknown,2021-12-30,3472.41
329,1016,Transfer,2021-03-25,9959.72
330,4623,Withdraw,2021-02-06,725.05
331,9862,Withdraw,2022-08-19,3728.49
332,8145,Withdraw,2023-07-29,2126.01
333,7789,Deposit,2020-08-04,2823.89
334,6258,Deposit,2023-12-27,4677.66
335,5207,Deposit,2023-07-22,9865.89
336,2274,Deposit,2023-11-04,8125.75
337,6268,Deposit,2022-06-14,2414.59
338,1643,Deposit,2023-08-21,1383.07
339,2393,Deposit,2022-10-04,6065.92
340,4390,Withdraw,2023-06-20,8764.5
341,2512,Withdraw,2021-12-21,2010.62
342,1577,Transfer,2021-06-25,1959.79
343,7308,Withdraw,2020-03-25,6844.18
344,5568,Withdraw,2023-08-08,2979.03
345,3739,Transfer,2021-11-10,424.46
346,504,Deposit,2022-03-06,3031.66
347,326,Deposit,2020-04-06,2114.64
348,9773,Withdraw,2021-11-16,3283.14
349,4888,Deposit,2021-04-01,8146.6
350,552,Transfer,2023-05-18,6736.42
351,3929,Unknown,2021-12-28,2804.6
352,8485,Withdraw,2021-06-27,4092.44
353,9987,Transfer,2020-03-27,2147.02
354,9156,Deposit,2021-03-17,5540.7
355,1604,Unknown,2023-09-17,2270.26
356,2793,Deposit,2022-01-07,9273.32
357,9822,Withdraw,2023-09-11,2705.22
358,8485,Deposit,2023-05-05,7123.1
359,114,Deposit,2020-03-27,3945.61
360,5675,Withdraw,2020-06-26,8936.81
361,3157,Deposit,2022-05-27,3161.23
362,2820,Unknown,2020-07-04,169.02
363,6343,Deposit,2021-07-29,1070.02
364,634,Deposit,2020-11-28,687.99
365,4637,Deposit,2022-06-13,3106.97
366,7779,Withdraw,2020-08-20,6727.37
367,7776,Unknown,2020-06-04,5166.13
368,9066,Withdraw,2023-10-26,2497.66
369,2804,Deposit,2022-05-14,9987.66
370,7307,Withdraw,2023-05-16,666.34
371,9714,Unknown,2022-06-05,6235.88
372,5557,Unknown,2020-10-21,8018.31
373,5649,Unknown,2021-04-24,9580.57
374,5772,Unknown,2021-12-20,3550.69
375,9735,Withdraw,2022-03-23,5706.11
376,3564,Deposit,2020-05-20,2524.22
377,1589,Transfer,2022-12-17,346.11
378,5730,Deposit,2022-07-03,5181.79
379,9469,Withdraw,2020-07-21,5910.71
380,8266,Unknown,2022-05-08,2759.79
381,2485,Withdraw,2021-12-20,2330.98
382,7685,Transfer,2020-11-28,2816.63
383,1889,Withdraw,2020-05-26,5248.07
384,4772,Transfer,2023-08-27,6807.95
385,1390,Withdraw,2022-02-01,7209.37
386,4218,Transfer,2023-10-30,2778.11
387,4747,Withdraw,2020-02-08,8564.06
388,8640,Deposit,2022-08-15,4857.81
389,5465,Unknown,2022-09-16,5485.85
390,6691,Unknown,2022-04-07,2290.92
391,4899,Unknown,2022-03-20,3837.88
392,6179,Transfer,2022-06-16,525.84
393,6945,Unknown,2020-02-19,5776.92
394,9293,Withdraw,2022-10-04,7491.23
395,9593,Deposit,2020-03-07,5439.71
396,7596,Withdraw,2022-10-21,3272.14
397,5864,Withdraw,2020-05-12,8349.12
398,294,Deposit,2023-10-08,585.78
399,9770,Deposit,2021-01-16,2494.86
400,4269,Withdraw,2022-07-23,509.81
401,7198,Transfer,2021-10-19,3936.16
402,4059,Withdraw,2022-10-19,2511.04
403,5283,Deposit,2020-03-08,6829.0
404,7196,Deposit,2022-05-22,794.81
405,5545,Withdraw,2020-04-06,346.39
406,8496,Withdraw,2021-04-18,5533.72
407,2952,Transfer,2022-02-28,7468.68
408,4762,Deposit,2022-03-08,4688.82
409,7019,Deposit,2022-02-07,2819.87
410,9954,Deposit,2020-03-10,4990.62
411,5757,Withdraw,2021-08-15,3389.57
412,2931,Withdraw,2022-01-04,2969.5
413,2717,Deposit,2023-08-23,4477.13
414,6967,Withdraw,2022-04-15,6144.34
415,5826,Deposit,2021-08-08,5790.76
416,9542,Deposit,2023-04-27,1091.2
417,3376,Withdraw,2023-04-14,2190.51
418,8144,Deposit,2020-11-04,80.4
419,1611,Withdraw,2020-12-24,4387.17
420,123,Transfer,2022-03-12,7703.58
421,6565,Transfer,2020-08-01,4148.38
422,5379,Deposit,2022-05-03,9993.34
423,7605,Withdraw,2020-05-14,7505.87
424,8360,Transfer,2020-02-08,3755.39
425,8721,Transfer,2022-03-15,9732.33
426,8574,Deposit,2020-03-03,6410.39
427,2790,Deposit,2020-09-27,9194.93
428,5484,Deposit,2021-12-23,882.56
429,7983,Transfer,2023-01-02,5580.35
430,3978,Transfer,2021-01-18,9085.4
431,7229,Deposit,2021-09-04,6511.47
432,245,Unknown,2021-12-02,9882.24
433,1949,Deposit,2021-09-17,9957.55
434,1353,Withdraw,2023-09-09,7922.45
435,1730,Deposit,2023-02-07,2794.87
436,8004,Withdraw,2022-12-20,8537.07
437,4265,Deposit,2020-06-04,7037.99
438,5352,Deposit,2020-08-28,1072.34
439,1118,Deposit,2021-05-06,3882.9
440,8171,Withdraw,2021-12-22,8746.36
441,459,Withdraw,2022-01-21,7080.55
442,519,Withdraw,2022-10-12,4279.34
443,9810,Deposit,2020-10-17,6133.9
444,4232,Transfer,2023-06-11,9368.42
445,9658,Deposit,2023-12-31,5980.23
446,9326,Withdraw,2020-06-15,2284.46
447,763,Deposit,2023-08-31,6696.94
448,8386,Unknown,2020-03-05,2669.26
449,3690,Withdraw,2023-10-22,6193.96
450,7318,Deposit,2021-10-02,6449.24
451,9140,Withdraw,2020-04-29,3621.74
452,1250,Deposit,2022-01-14,7409.37
453,4017,Unknown,2022-10-02,2936.17
454,5380,Transfer,2022-03-23,157.09
455,2649,Deposit,2020-01-19,3512.99
456,8121,Deposit,2021-11-18,8624.38
457,2117,Withdraw,2023-12-27,5772.85
458,8140,Withdraw,2020-07-19,8495.22
459,3381,Transfer,2022-02-20,1294.71
460,1875,Unknown,2022-12-26,1937.97
461,5503,Withdraw,2020-08-20,1654.55
462,2533,Transfer,2020-04-25,7853.42
463,7351,Withdraw,2021-12-05,6125.81
464,5679,Withdraw,2020-11-20,3370.67
465,5081,Withdraw,2021-12-27,7808.68
466,3001,Withdraw,2020-01-06,4359.54
467,3705,Withdraw,2020-03-24,6159.87
468,8771,Deposit,2022-12-05,8548.55
469,5634,Deposit,2022-12-01,4258.23
470,4491,Withdraw,2021-12-12,7525.33
471,2030,Withdraw,2020-07-07,5660.76
472,7134,Withdraw,2022-11-20,9077.74
473,8333,Withdraw,2020-10-15,4560.07
474,1192,Transfer,2022-10-04,2993.52
475,3401,Withdraw,2023-08-24,2701.24
476,3588,Unknown,2022-05-20,1916.31
477,676,Deposit,2023-08-04,3571.93
478,2080,Unknown,2023-11-13,4348.57
479,6329,Deposit,2021-02-09,1364.14
480,9356,Withdraw,2022-09-17,7360.08
481,6034,Withdraw,2021-10-06,9379.64
482,6639,Deposit,2021-06-03,4124.61
483,942,Deposit,2020-03-10,9252.75
484,423,Withdraw,2022-04-10,4225.78
485,1335,Deposit,2021-06-05,2210.06
486,1949,Withdraw,2023-01-30,8592.49
487,3291,Withdraw,2021-03-06,9016.43
488,6497,Transfer,2020-12-01,6390.6
489,8433,Withdraw,2023-08-28,9226.27
490,8876,Withdraw,2020-02-25,3493.54
491,6676,Withdraw,2021-05-23,3194.09
492,3168,Withdraw,2022-10-21,8550.24
493,6997,Withdraw,2022-10-19,2815.55
494,8549,Deposit,2020-08-25,8663.56
495,2075,Deposit,2023-05-18,2391.01
496,8486,Withdraw,2020-03-02,6952.41
497,986,Deposit,2020-04-17,8185.67
498,4172,Withdraw,2020-06-18,8682.28
499,7947,Withdraw,2020-06-23,9651.53
500,5024,Unknown,2023-02-15,3010.97
501,9447,Deposit,2023-10-14,5446.27
502,4069,Transfer,2020-05-18,9565.29
503,5500,Unknown,2021-12-07,112.84
504,2090,Deposit,2022-02-10,6156.82
505,415,Deposit,2021-04-23,1504.02
506,7819,Unknown,2021-08-13,4408.04
507,636,Withdraw,2021-08-13,849.71
508,9086,Withdraw,2021-11-28,3370.72
509,3376,Withdraw,2021-11-02,6919.42
510,9466,Transfer,2021-10-30,8118.49
511,2452,Withdraw,2020-04-22,5617.22
512,9747,Transfer,2020-03-25,4367.72
513,637,Unknown,2020-08-17,3431.97
514,6534,Unknown,2021-07-04,9069.85
515,4920,Transfer,2022-05-13,1983.6
516,1490,Unknown,2023-03-24,6844.44
517,2812,Transfer,2020-10-06,1416.55
518,3474,Transfer,2022-04-12,8997.48
519,7915,Withdraw,2022-03-10,2860.81
520,2346,Withdraw,2021-07-18,3719.39
521,2620,Withdraw,2023-02-26,1839.77
522,4152,Unknown,2020-04-18,9341.74
523,259,Withdraw,2021-11-26,8878.28
524,7634,Unknown,2022-07-18,4737.92
525,7120,Deposit,2021-06-01,310.96
526,6187,Unknown,2020-07-03,9046.32
527,8604,Deposit,2021-08-29,9626.59
528,8106,Transfer,2020-01-14,709.16
529,9353,Withdraw,2022-08-28,6091.11
530,8532,Transfer,2020-03-09,9558.71
531,5141,Transfer,2021-06-08,6968.05
532,3053,Transfer,2020-11-27,5166.84
533,5002,Withdraw,2021-10-05,3427.13
534,940,Withdraw,2022-11-27,7402.99
535,4277,Deposit,2021-10-31,9876.83
536,5878,Deposit,2020-11-05,6395.88
537,7973,Unknown,2022-12-24,5052.45
538,5816,Withdraw,2022-08-02,1687.08
539,2700,Deposit,2021-02-18,8613.69
540,5627,Deposit,2022-10-05,3844.17
541,4099,Deposit,2023-12-20,7696.09
542,3726,Transfer,2021-03-09,3484.4
543,8867,Withdraw,2023-07-26,1217.23
544,3426,Unknown,2022-08-31,6690.25
545,8350,Unknown,2020-08-14,5461.38
546,6727,Withdraw,2020-07-27,1516.25
547,8082,Withdraw,2023-12-10,8296.74
548,8657,Withdraw,2021-03-15,3032.51
549,9914,Deposit,2020-02-25,4434.3
550,6969,Transfer,2023-01-28,4972.19
551,1440,Withdraw,2020-10-16,2471.3
552,5745,Withdraw,2023-08-11,5025.49
553,3037,Transfer,2020-08-01,687.07
554,8932,Transfer,2022-03-20,1878.05
555,8514,Withdraw,2022-04-13,2764.25
556,2981,Withdraw,2021-05-24,3599.59
557,6798,Unknown,2021-10-21,2495.99
558,2368,Withdraw,2020-09-26,4712.85
559,3703,Withdraw,2023-04-04,6595.21
560,4885,Unknown,2021-01-06,3459.13
561,4745,Transfer,2020-01-12,383.73
562,4498,Unknown,2022-09-14,6341.13
563,1144,Transfer,2023-11-16,8799.26
564,6213,Deposit,2023-12-17,1254.26
565,6206,Deposit,2022-08-01,1859.14
566,9872,Deposit,2021-07-28,305.84
567,2169,Unknown,2021-04-02,2192.85
568,6660,Withdraw,2022-06-23,2963.86
569,9317,Unknown,2022-11-19,4565.11
570,5838,Withdraw,2020-12-07,6999.33
571,2673,Withdraw,2023-08-31,4334.59
572,8091,Withdraw,2020-02-24,3654.94
573,1186,Transfer,2020-07-16,6840.67
574,5892,Transfer,2023-08-22,6452.95
575,6123,Unknown,2023-12-13,4245.39
576,7660,Deposit,2023-11-22,3393.0
577,3379,Deposit,2020-07-15,3804.85
578,3970,Withdraw,2023-08-18,4053.68
579,746,Unknown,2022-09-04,906.66
580,7146,Unknown,2020-07-17,1826.07
581,8608,Deposit,2023-01-26,6567.95
582,570,Withdraw,2022-05-19,9313.74
583,4246,Withdraw,2020-01-19,853.56
584,2067,Withdraw,2020-06-21,1218.36
585,7898,Deposit,2020-11-05,995.21
586,6500,Withdraw,2021-12-04,2560.49
587,6900,Deposit,2021-04-03,7927.85
588,1970,Transfer,2023-11-25,8360.61
589,788,Withdraw,2022-02-17,8919.13
590,2349,Deposit,2022-05-09,7842.25
591,5976,Transfer,2022-06-24,4593.96
592,7471,Withdraw,2022-03-02,5688.17
593,3172,Deposit,2022-04-03,6851.46
594,9774,Unknown,2023-11-03,2484.14
595,9095,Deposit,2020-10-08,5455.76
596,4913,Deposit,2020-11-20,5152.2
597,8599,Withdraw,2021-10-25,7669.88
598,9181,Deposit,2023-04-10,2349.92
599,2143,Withdraw,2022-04-18,9202.11
600,8351,Withdraw,2020-10-18,3874.78
601,6500,Deposit,2022-11-06,4946.0
602,5650,Withdraw,2021-12-20,3357.1
603,4298,Withdraw,2022-09-17,1164.26
604,5383,Transfer,2021-08-30,1784.12
605,3757,Withdraw,2020-11-17,9902.69
606,3100,Deposit,2023-03-07,3504.57
607,1042,Unknown,2021-05-10,1164.11
608,3062,Deposit,2022-08-14,4457.94
609,9225,Deposit,2022-03-17,1381.21
610,875,Withdraw,2023-11-22,6152.81
611,7696,Deposit,2023-04-13,250.97
612,9534,Unknown,2021-10-11,5609.47
613,1920,Withdraw,2022-04-02,6870.65
614,4136,Transfer,2020-08-07,816.37
615,5593,Transfer,2023-03-21,1487.73
616,4709,Transfer,2021-09-29,7748.36
617,7262,Withdraw,2022-01-27,4215.27
618,8250,Withdraw,2020-07-09,931.36
619,5829,Transfer,2021-09-27,8625.26
620,6762,Transfer,2021-11-19,7371.95
621,6494,Deposit,2023-09-04,1878.82
622,9491,Unknown,2022-05-22,3478.78
623,3611,Deposit,2022-02-15,5683.88
624,2093,Withdraw,2021-11-17,225.68
625,974,Withdraw,2022-01-02,4903.4
626,2463,Deposit,2020-06-21,3412.56
627,5426,Transfer,2020-08-20,9259.14
628,2287,Unknown,2022-07-20,2266.5
629,1483,Transfer,2023-06-10,3991.19
