loan_id,customer_id,loan_type,loan_amount,installments,loan_status
63,5736,business,26143.82,32,defaulted
64,3120,personal,6417.84,28,
65,4543,business,26519.52,45,
66,2657,auto,17140.69,21,in_progress
67,6860,mortgage,25566.49,48,default
68,3469,business,13586.05,28,defaulted
69,5727,business,38062.65,30,default
70,4303,auto,1398.23,12,PAID
71,2313,,7870.91,44,PAID
72,70,mortgage,28995.88,57,
73,4069,auto,32766.1,7,defaulted
74,6339,auto,3038.51,30,in_progress
75,5480,Personal,33648.43,50,default
76,910,Personal,10875.69,41,in_progress
77,2801,Personal,8228.2,19,defaulted
78,9175,Personal,1985.81,46,paid
79,7857,business,25094.82,23,defaulted
80,5569,business,37865.42,9,defaulted
81,9060,,30178.07,19,in_progress
82,2802,,43422.87,58,in_progress
83,3809,auto,27171.77,36,default
84,7896,mortgage,1440.24,27,paid
85,2138,Personal,42881.67,12,defaulted
86,7546,auto,46021.22,27,paid
87,3914,,43790.81,9,paid
88,1094,mortgage,10318.07,27,
89,4067,auto,49536.82,40,paid
90,325,Personal,48104.18,22,paid
91,9411,Personal,42962.43,45,in_progress
92,4281,business,29484.66,25,paid
93,4143,personal,10709.19,14,
94,957,personal,10492.01,6,defaulted
95,4488,Personal,26422.36,54,paid
96,6602,auto,44734.46,28,default
97,5913,business,19761.46,40,default
98,1380,mortgage,25205.93,51,paid
99,7491,auto,21540.57,33,defaulted
100,4584,auto,37177.78,19,PAID
101,3035,personal,5850.88,49,default
102,4439,business,36285.13,27,PAID
103,5740,Personal,39482.77,33,default
104,9439,Personal,36042.89,52,in_progress
105,1634,Personal,34175.79,9,default
106,1996,,20126.55,40,default
107,6641,auto,24695.59,45,paid
108,2351,mortgage,11380.25,11,paid
109,3557,auto,34918.86,22,defaulted
110,629,Personal,11243.47,43,defaulted
111,53,mortgage,28340.45,53,default
112,1811,personal,37600.38,39,defaulted
113,6077,personal,10038.54,46,defaulted
114,6353,mortgage,14272.3,37,PAID
115,1562,business,22513.97,36,
116,1239,,32710.45,19,PAID
117,2905,personal,16838.31,50,in_progress
118,4742,auto,9713.51,18,in_progress
119,1748,Personal,8623.71,54,
120,3747,personal,13874.32,44,
121,4708,mortgage,20825.84,8,defaulted
122,6122,personal,5554.31,26,default
123,6947,mortgage,47655.2,18,PAID
124,7085,,49949.67,16,
125,4036,mortgage,43690.29,40,defaulted
126,2298,business,41543.78,55,paid
127,4342,,22027.3,9,in_progress
128,5403,personal,17516.11,17,PAID
129,1308,Personal,22210.13,53,
130,8118,personal,1925.31,45,
131,5033,mortgage,8827.6,52,
132,9065,personal,27775.0,20,in_progress
133,4502,,46429.09,21,
134,6041,Personal,46438.05,53,defaulted
135,1864,business,36005.44,44,in_progress
136,8424,business,24760.04,51,in_progress
137,3204,business,14112.83,13,default
138,6435,mortgage,21287.37,55,
139,4467,,49261.28,46,defaulted
140,6517,auto,43003.43,9,PAID
141,740,mortgage,24740.93,25,
142,4561,Personal,42825.07,13,defaulted
143,4459,business,37628.42,30,paid
144,7287,mortgage,20773.32,55,
145,1658,mortgage,25210.2,9,in_progress
146,6498,business,23713.17,52,default
147,8680,,1711.17,38,
148,8158,personal,16746.49,31,in_progress
149,9589,Personal,2899.32,10,in_progress
150,6372,auto,44360.97,33,default
151,7974,auto,29740.72,9,paid
152,1903,,20799.53,38,paid
153,1840,Personal,5882.69,46,in_progress
154,4909,mortgage,2992.23,29,paid
155,6752,business,13552.28,38,
156,1392,business,20394.55,50,defaulted
157,289,Personal,30340.73,51,paid
158,4643,Personal,18250.19,32,defaulted
159,792,business,24579.22,34,defaulted
160,159,business,34315.74,8,in_progress
161,6817,Personal,3142.22,35,paid
162,7659,mortgage,26717.4,42,defaulted
163,7530,auto,14954.58,16,paid
164,6372,auto,39319.55,33,in_progress
165,8075,personal,16823.04,58,
166,2813,Personal,9320.47,7,in_progress
167,1787,personal,39681.57,28,defaulted
168,2095,personal,38670.53,42,in_progress
169,9667,,23732.5,14,paid
170,7665,auto,10028.79,36,
171,8,business,24175.05,17,
172,7329,business,22650.88,13,
173,6483,business,8207.54,17,
174,227,,18783.64,6,PAID
175,7977,Personal,40915.29,53,PAID
176,4077,auto,25648.36,54,
177,6920,,7341.22,52,PAID
178,5756,Personal,44342.16,16,default
179,7194,Personal,37456.61,9,in_progress
180,358,mortgage,27616.46,19,paid
181,3939,business,14103.04,36,
182,6084,mortgage,5740.7,8,defaulted
183,6406,mortgage,37170.57,41,default
184,98,auto,31737.31,11,
185,6387,business,41162.66,39,in_progress
186,4112,,34765.92,57,defaulted
187,1738,,8572.24,25,PAID
188,526,personal,23170.26,44,
189,3193,mortgage,16292.1,36,defaulted
190,391,mortgage,43407.3,39,in_progress
191,3906,personal,14410.55,28,default
192,3613,personal,25271.39,47,
193,4539,auto,27869.14,53,PAID
194,8656,mortgage,31642.68,23,
195,9458,mortgage,32127.3,19,paid
196,6735,auto,32636.16,45,in_progress
197,412,,18413.56,26,paid
198,6654,,25782.0,34,default
199,9454,personal,3863.21,57,PAID
200,3590,mortgage,26845.85,10,PAID
201,6278,personal,31481.64,23,paid
202,7451,,37474.53,11,paid
203,5813,Personal,8217.9,26,
204,1001,mortgage,31374.55,42,defaulted
205,7185,Personal,17041.4,58,paid
206,2417,mortgage,20786.84,10,
207,9534,personal,24266.35,14,defaulted
208,7490,Personal,7317.81,37,PAID
209,6862,auto,12760.04,42,paid
210,7445,business,4095.8,52,paid
211,3939,,48735.02,30,paid
212,8639,auto,10347.53,27,PAID
213,7716,auto,32053.13,9,in_progress
214,8365,Personal,6660.11,44,paid
215,949,Personal,35150.65,30,paid
216,4032,auto,43874.63,17,PAID
217,647,Personal,24288.41,36,in_progress
218,8301,auto,34637.36,49,in_progress
219,7026,,33372.33,55,default
220,9436,mortgage,33034.94,6,
221,5152,business,6188.58,27,defaulted
222,2451,mortgage,41018.93,41,defaulted
223,4892,Personal,29716.22,38,
224,2902,auto,12118.52,47,paid
225,8002,mortgage,22553.49,28,defaulted
226,5845,auto,36527.88,39,PAID
227,1734,mortgage,32481.39,49,defaulted
228,4065,personal,8478.47,25,in_progress
229,7662,personal,30440.73,37,default
230,2883,personal,25919.17,11,default
231,7744,business,33047.14,27,PAID
232,5701,mortgage,39436.54,17,default
233,9556,,17121.97,28,in_progress
234,3041,Personal,21037.27,40,paid
235,8644,mortgage,30124.28,54,in_progress
236,5860,,39324.61,19,defaulted
237,8735,auto,31228.48,17,defaulted
238,1795,mortgage,1723.05,53,
239,2895,mortgage,49559.29,35,PAID
240,3825,personal,2394.51,27,default
241,5624,auto,43545.23,21,defaulted
242,6027,mortgage,45377.85,27,in_progress
243,2419,business,11521.87,34,PAID
244,3503,Personal,38986.94,51,PAID
245,9767,personal,24361.81,47,in_progress
246,6121,mortgage,21459.75,12,
247,6775,auto,8194.22,20,
248,2100,personal,23553.77,7,
249,8577,personal,32239.23,27,
250,3232,,25407.19,20,
251,531,mortgage,11972.87,24,
252,3771,,24862.14,32,
253,4009,auto,43784.86,28,
254,8149,auto,41071.99,35,
255,2164,business,10397.3,58,
256,2774,personal,24976.42,30,default
257,3310,business,30587.22,45,PAID
258,1035,auto,27069.63,26,defaulted
259,711,Personal,33369.7,32,
260,2758,Personal,34531.8,24,in_progress
261,5529,Personal,20803.57,31,in_progress
262,417,mortgage,12854.41,54,defaulted
263,4447,mortgage,22669.32,38,in_progress
264,656,auto,6293.69,41,
265,7853,business,37621.53,8,
266,5018,,39002.66,44,PAID
267,9111,mortgage,47218.16,30,
268,9133,auto,45049.89,18,defaulted
269,6385,Personal,7238.41,19,defaulted
270,6923,,27750.24,45,default
271,1258,Personal,35570.85,15,PAID
272,4723,personal,41585.82,29,
273,6686,business,15605.72,48,PAID
274,7961,auto,49359.44,55,paid
275,1388,auto,25712.16,41,in_progress
276,3221,,23652.51,27,default
277,130,Personal,21676.07,39,
278,1285,mortgage,9722.15,19,in_progress
279,2882,mortgage,28346.27,14,paid
280,5312,auto,7109.07,55,paid
281,8654,,42333.12,17,
282,1426,mortgage,3359.23,27,
283,9675,auto,42773.84,38,PAID
284,3642,personal,40730.74,23,PAID
285,3388,mortgage,15734.06,36,
286,4367,personal,2746.96,17,in_progress
287,3157,,44338.72,43,PAID
288,2501,business,40411.87,39,in_progress
289,7634,personal,32099.43,20,default
290,2982,business,3696.6,45,PAID
291,2970,personal,25928.22,6,defaulted
292,4045,mortgage,46768.9,58,PAID
293,5759,personal,6234.44,36,PAID
294,3713,mortgage,25988.32,15,paid
295,1535,auto,40367.91,39,
296,8331,auto,33397.44,53,defaulted
297,5445,business,20328.53,42,paid
298,4605,Personal,44707.94,18,PAID
299,1921,,26826.94,43,defaulted
300,9811,personal,43574.78,50,defaulted
301,2482,mortgage,30969.74,15,PAID
302,5445,Personal,16333.31,52,defaulted
303,1534,auto,45036.98,27,PAID
304,6860,mortgage,44103.26,43,in_progress
305,7100,mortgage,16028.87,31,default
306,8101,Personal,11600.87,16,in_progress
307,4247,mortgage,48960.68,54,defaulted
308,1541,Personal,24204.87,38,in_progress
309,5463,personal,49883.88,15,
310,8408,personal,13432.48,36,
311,9553,personal,5965.94,26,
312,8836,auto,1375.16,51,
313,9105,,16297.58,39,defaulted
314,123,Personal,29656.16,30,paid
315,8862,personal,13189.99,14,default
316,54,auto,29212.23,23,paid
317,1113,auto,3761.62,35,default
318,6993,,48554.17,26,paid
319,8014,auto,18020.84,55,PAID
320,4631,personal,48692.19,34,
321,9489,mortgage,27195.62,45,PAID
322,2491,,23847.44,22,
323,4660,personal,5390.59,9,in_progress
324,4305,,5153.68,53,in_progress
325,5238,,26170.65,38,defaulted
326,1870,auto,16600.91,28,default
327,2747,business,10125.22,12,default
328,3663,personal,7632.27,39,defaulted
329,7187,personal,28374.3,29,
330,2373,mortgage,15760.96,12,in_progress
331,5393,personal,40488.27,13,defaulted
332,9319,personal,5404.92,8,
333,1158,auto,1399.32,45,paid
334,9391,,47157.05,56,defaulted
335,4853,,1845.61,50,defaulted
336,8081,,43137.64,54,
337,1825,,44137.96,32,PAID
338,3211,auto,47394.44,9,paid
339,6817,business,25244.63,7,in_progress
340,6172,,31564.32,10,defaulted
341,6250,,18947.45,15,defaulted
342,7721,auto,48615.58,42,PAID
343,9349,,36859.33,14,defaulted
344,6741,,36309.32,13,in_progress
345,7454,Personal,18317.8,8,in_progress
346,5210,,15757.38,34,paid
347,2104,mortgage,28311.22,50,paid
348,3843,personal,4984.01,20,default
349,5589,personal,21527.86,38,default
350,8693,Personal,27067.55,47,in_progress
351,1159,mortgage,37759.59,21,PAID
352,2616,Personal,29011.01,47,defaulted
353,9143,Personal,20110.58,16,in_progress
354,4327,,2369.16,11,default
355,7630,mortgage,35712.28,53,PAID
356,784,personal,38623.84,54,default
357,8105,personal,42856.66,13,
358,4136,mortgage,10708.63,58,default
359,2231,auto,25737.62,48,paid
360,7806,,23559.7,14,
361,8487,mortgage,38279.35,56,PAID
362,5272,Personal,25646.11,19,
363,9535,Personal,40094.26,29,defaulted
364,1258,personal,5061.65,13,default
365,4462,mortgage,3630.15,38,default
366,1502,mortgage,14067.92,34,
367,52,personal,24241.03,7,in_progress
368,1585,Personal,37810.64,23,paid
369,1602,personal,18909.99,28,default
370,1679,business,37314.94,51,in_progress
371,2105,,41738.15,58,default
372,9009,Personal,25625.65,36,in_progress
373,5819,mortgage,47946.16,27,paid
374,4042,auto,8459.65,57,paid
375,2240,auto,15486.77,49,paid
376,5546,auto,49880.44,50,paid
377,3653,mortgage,9171.38,25,defaulted
378,1823,mortgage,45654.55,43,
379,7566,,46090.58,50,default
380,710,auto,32331.58,21,default
381,6241,auto,3399.49,56,PAID
382,557,,25958.69,59,PAID
383,4589,business,4391.78,28,in_progress
384,9878,personal,17245.13,52,PAID
385,5848,,1847.6,30,defaulted
386,9315,auto,3247.1,42,PAID
387,5288,auto,35163.05,24,default
388,494,,49130.07,24,PAID
389,533,business,39346.15,43,paid
390,7098,personal,20405.0,41,default
391,6083,auto,17531.12,7,in_progress
392,3784,business,49700.59,12,default
393,5774,Personal,12355.95,25,in_progress
394,5311,,2894.97,9,paid
395,6380,personal,13798.18,31,in_progress
396,6379,personal,17742.18,16,default
397,5002,Personal,24912.11,57,default
398,4193,auto,35194.08,22,in_progress
399,1208,Personal,33147.46,42,defaulted
400,2820,auto,31799.54,48,in_progress
401,1139,auto,44517.37,20,default
402,1417,business,29450.51,17,paid
403,5821,business,9619.84,45,in_progress
404,65,mortgage,18687.52,55,paid
405,6359,personal,33946.84,22,default
406,3576,business,26736.99,46,default
407,3149,personal,29363.87,21,
408,5597,auto,15616.67,53,default
409,7480,,15121.7,21,in_progress
410,350,business,23067.4,40,in_progress
411,6055,mortgage,2660.57,8,
412,1613,auto,22203.18,50,in_progress
413,4831,Personal,25056.79,49,defaulted
414,4493,business,3951.01,33,PAID
415,3866,personal,2606.05,14,default
416,2137,mortgage,1443.34,16,default
417,8879,mortgage,18726.97,32,
418,7812,mortgage,25415.44,57,default
419,4166,auto,9466.97,15,defaulted
420,3398,auto,44884.95,17,default
421,4267,business,29581.27,40,in_progress
422,6567,,30280.74,50,PAID
423,5023,,4222.95,40,default
424,841,personal,4936.62,36,defaulted
425,3074,Personal,25730.86,49,PAID
426,519,auto,38363.34,22,in_progress
427,9729,,42094.98,54,in_progress
428,4743,mortgage,27512.82,52,PAID
429,3081,mortgage,29870.05,57,defaulted
430,2521,personal,31106.69,23,
431,1584,Personal,16210.05,42,
432,4919,business,48794.82,11,default
433,4813,business,48814.45,55,paid
434,1340,,31615.8,22,in_progress
435,8314,auto,19561.41,8,defaulted
436,5446,Personal,42629.67,43,defaulted
437,1614,,9591.37,38,in_progress
438,305,auto,30574.77,51,defaulted
439,4766,auto,39668.98,49,
440,5213,personal,1200.19,25,
441,7234,business,22156.01,46,PAID
442,6686,,13835.37,44,in_progress
443,8856,mortgage,40115.27,21,
444,7504,personal,46256.07,41,in_progress
445,5943,personal,9489.11,12,PAID
446,1179,mortgage,9805.55,7,default
447,7236,,48132.35,45,paid
448,956,,26086.63,39,defaulted
449,379,Personal,5792.52,9,defaulted
450,9696,mortgage,4726.48,54,PAID
451,9136,mortgage,48251.02,22,defaulted
452,1389,mortgage,22166.46,12,PAID
453,5673,mortgage,47165.65,17,defaulted
454,9924,,29266.93,17,paid
455,2210,,36386.81,15,defaulted
456,5282,business,14673.0,49,in_progress
457,3292,business,4308.69,30,defaulted
458,5633,personal,39522.08,54,paid
459,5862,personal,9244.97,10,paid
460,9043,Personal,36100.68,22,
461,3035,mortgage,4701.86,43,defaulted
462,427,Personal,29190.73,55,in_progress
463,7795,Personal,37905.17,58,
464,443,,1938.49,16,paid
465,5964,Personal,20031.73,50,default
466,4417,Personal,29831.06,27,default
467,6511,business,40116.61,25,paid
468,7425,mortgage,13643.64,56,paid
469,3245,personal,40995.2,37,defaulted
470,2122,auto,32747.63,28,defaulted
471,1663,business,17991.23,28,defaulted
472,5550,Personal,15678.26,7,paid
473,4197,,35398.84,50,in_progress
474,2095,auto,36479.71,8,paid
475,4795,mortgage,32215.62,38,defaulted
476,7004,mortgage,22762.19,10,paid
477,9680,Personal,2080.23,28,in_progress
478,5185,business,29126.34,56,PAID
479,2756,auto,30997.23,30,PAID
480,570,Personal,12771.31,29,paid
481,830,,10957.39,35,defaulted
482,4030,auto,43349.95,56,PAID
483,1905,business,9812.81,35,paid
484,3180,,11279.5,13,in_progress
485,2979,,31519.21,51,default
486,8908,,16636.94,54,PAID
487,6939,personal,22616.03,41,in_progress
488,7864,,26974.74,34,default
489,3115,,46619.85,26,
490,6053,auto,13766.94,21,in_progress
491,2088,mortgage,3181.41,59,in_progress
492,2302,,6676.59,28,paid
493,2745,auto,3529.16,34,PAID
494,6500,,37952.8,42,paid
495,8379,auto,49065.43,31,defaulted
496,9147,mortgage,4930.67,50,paid
497,621,mortgage,14942.32,29,in_progress
498,2933,auto,42835.31,45,PAID
499,7923,auto,44976.73,31,paid
500,967,auto,11597.94,50,
501,7552,business,46027.81,32,paid
502,4180,mortgage,29316.94,16,default
503,7626,,49756.83,56,paid
504,87,Personal,2101.52,32,PAID
505,10,mortgage,39511.53,51,PAID
506,3908,business,3709.01,27,in_progress
507,5897,auto,36987.03,6,PAID
508,1435,,47254.83,43,
509,2494,auto,17011.33,32,paid
510,4986,business,17605.22,6,PAID
511,2272,personal,12725.9,20,
512,5519,business,22133.47,16,default
513,2247,auto,24167.6,43,in_progress
514,8386,mortgage,29021.41,34,
515,9346,mortgage,34732.5,59,PAID
516,4554,,31272.47,35,PAID
517,7057,mortgage,5847.5,28,
518,8525,personal,31975.06,47,paid
519,521,Personal,10442.68,31,PAID
520,5584,Personal,27202.53,42,
521,3148,auto,29789.69,56,default
522,4100,mortgage,22377.06,23,in_progress
523,3829,mortgage,21469.25,20,default
524,8416,mortgage,21839.95,45,paid
525,2947,,12511.09,27,default
526,3113,mortgage,40355.69,7,in_progress
527,7362,business,24800.25,58,paid
528,1611,auto,25753.25,8,in_progress
529,6322,business,10046.47,31,
530,7740,personal,24300.4,34,
531,6447,,22425.13,34,paid
532,4436,auto,21287.21,43,in_progress
533,6550,mortgage,22860.64,55,PAID
534,3350,mortgage,13057.08,28,paid
535,1881,business,39950.54,58,PAID
536,3858,Personal,10566.85,44,in_progress
537,8906,business,27425.92,28,
538,2750,Personal,16799.87,33,paid
539,7026,auto,36230.58,53,PAID
540,6629,auto,34868.34,40,default
541,9996,auto,35217.51,7,
542,7197,personal,44381.37,48,default
543,8451,,39257.68,33,defaulted
544,1973,auto,17152.27,57,paid
545,6609,,20286.86,29,PAID
546,995,business,43501.98,8,in_progress
547,2772,business,41362.54,15,
548,5607,Personal,46141.15,39,
549,6734,auto,42093.09,24,
550,4083,,7337.39,6,paid
551,3753,Personal,17182.21,43,default
552,5370,business,15334.89,42,in_progress
553,8056,mortgage,19570.18,9,in_progress
554,3045,auto,15324.61,12,in_progress
555,2099,,39457.6,8,defaulted
556,4960,,35339.44,19,in_progress
557,6414,,10742.59,21,PAID
558,4864,personal,9811.58,33,PAID
559,1019,personal,11681.55,33,paid
560,6027,mortgage,16389.18,11,defaulted
561,8905,,34450.9,33,default
562,7218,Personal,19076.12,23,
563,2532,Personal,21786.47,23,default
564,5501,Personal,3060.74,48,defaulted
565,7495,auto,24525.91,20,defaulted
566,977,Personal,22637.74,19,
567,3622,,34496.38,27,default
568,1355,personal,10880.33,19,defaulted
569,8418,personal,36408.36,24,default
570,9362,,36171.77,35,paid
571,6303,personal,31497.79,24,default
572,1871,,18545.46,44,paid
573,8926,,3875.72,38,PAID
574,8939,Personal,12598.93,43,defaulted
575,5253,auto,46577.5,37,default
576,9940,,44082.59,19,default
577,9728,personal,10662.21,39,defaulted
578,831,business,16743.39,28,paid
579,850,personal,1484.39,39,paid
580,9730,auto,16214.42,24,in_progress
581,4428,personal,40229.01,30,default
582,9620,mortgage,28987.67,31,defaulted
583,369,mortgage,43575.7,27,defaulted
584,4858,mortgage,48113.0,16,defaulted
585,1097,personal,11839.21,55,default
586,8558,,28181.29,36,PAID
587,1699,auto,38002.46,46,
588,8887,Personal,31460.92,10,defaulted
589,5044,auto,13752.78,59,defaulted
590,3551,business,48880.87,49,
591,6189,,34044.09,36,defaulted
592,3375,business,1497.64,8,default
593,6493,auto,26295.53,25,PAID
594,5499,personal,9130.61,20,PAID
595,6195,mortgage,36433.05,36,
596,3961,mortgage,4188.63,10,in_progress
597,1384,,17692.41,19,
598,123,Personal,16361.55,27,PAID
599,9465,personal,44682.39,52,paid
600,7226,Personal,43806.77,24,in_progress
601,7240,auto,41343.64,47,defaulted
602,1587,,37567.09,47,defaulted
603,3457,Personal,47769.91,47,PAID
604,7492,business,10367.6,12,default
605,1565,Personal,41177.43,59,defaulted
606,2962,mortgage,33999.0,10,paid
607,7807,business,35369.68,29,in_progress
608,2930,mortgage,21916.36,19,default
609,5480,auto,32959.01,23,PAID
610,2688,Personal,12633.16,53,paid
611,6803,,26980.72,20,in_progress
612,6833,Personal,48564.02,33,default
613,6780,Personal,34552.64,38,
614,2295,personal,34097.09,41,defaulted
615,181,,12530.87,52,defaulted
616,6267,personal,42199.91,56,paid
617,2118,business,46245.38,26,defaulted
618,8705,mortgage,6309.1,22,default
619,7164,auto,23169.49,7,in_progress
620,1259,personal,33626.61,59,in_progress
621,539,mortgage,44292.09,6,in_progress
622,3219,Personal,27308.17,18,PAID
623,3162,Personal,21583.79,21,in_progress
624,6524,mortgage,2923.16,42,in_progress
625,8500,Personal,28019.24,20,PAID
626,7375,,17136.18,44,defaulted
627,7878,personal,49663.44,49,in_progress
628,63,auto,30307.07,25,paid
629,9055,personal,11515.08,59,defaulted
630,226,Personal,49637.97,55,in_progress
631,5373,auto,29960.62,19,default
632,241,Personal,38694.75,8,
633,7534,auto,48481.36,20,in_progress
634,6467,business,37774.52,49,PAID
635,1771,Personal,47225.36,54,in_progress
636,340,business,18739.64,11,defaulted
637,6181,personal,3525.79,14,defaulted
638,9687,personal,48233.85,48,
639,1249,personal,27838.95,50,paid
640,5103,Personal,38794.33,6,paid
641,1575,mortgage,28018.97,43,paid
642,9851,business,38291.23,50,in_progress
643,2432,business,3922.32,44,PAID
644,5930,business,4274.35,36,defaulted
645,3763,,46070.35,41,in_progress
646,4022,Personal,22352.51,42,defaulted
647,4075,business,15742.98,31,
648,8182,business,45826.99,39,paid
649,6329,business,49942.97,27,paid
650,242,Personal,31096.58,41,defaulted
651,8326,Personal,28437.57,51,PAID
652,873,,45958.18,22,default
653,1095,mortgage,9739.49,15,defaulted
654,2075,business,32014.35,54,defaulted
655,5849,,40508.16,31,default
656,9801,mortgage,37233.73,15,defaulted
657,7318,business,37670.35,16,paid
658,9141,business,40444.81,36,PAID
659,1474,personal,11405.8,23,PAID
660,1222,,28215.84,33,in_progress
661,9153,personal,6381.09,40,defaulted
662,311,mortgage,5447.52,54,default
663,6255,Personal,41071.61,24,PAID
664,8416,mortgage,40784.74,59,paid
665,9516,personal,9936.84,18,paid
666,8998,auto,28712.61,25,paid
667,6596,Personal,2910.37,41,
668,3826,auto,19168.69,11,in_progress
669,4090,Personal,8214.5,49,default
670,2327,personal,19249.18,18,
671,6442,auto,29418.05,38,default
672,4817,,40429.18,56,in_progress
673,4706,auto,26150.01,55,defaulted
674,6296,,46643.04,50,PAID
675,5546,business,5953.82,55,default
676,1777,auto,27404.14,25,
677,8693,business,45449.05,57,default
678,6960,personal,12483.12,52,in_progress
679,3706,auto,38774.06,48,PAID
680,8934,business,13503.22,28,default
681,3310,auto,48906.83,15,defaulted
682,1226,personal,38090.3,47,in_progress
683,3130,auto,33011.25,19,paid
684,2525,,43780.73,55,
685,3807,auto,29796.55,53,defaulted
686,5991,,15320.26,9,
687,8814,mortgage,16584.01,19,defaulted
688,1519,mortgage,29850.59,56,PAID
689,3905,,26875.18,46,PAID
690,3231,business,45492.42,58,paid
691,4869,auto,27554.26,47,paid
692,3547,auto,26027.04,36,paid
693,6548,auto,22970.56,33,defaulted
694,4477,auto,7305.6,36,
695,1600,mortgage,6908.79,35,default
696,9668,auto,33727.38,11,
697,798,business,23480.42,45,default
698,4292,auto,27765.27,50,defaulted
699,5511,mortgage,46426.92,12,defaulted
700,1981,business,39365.48,37,in_progress
701,1716,mortgage,19597.38,47,PAID
702,3231,,39118.92,31,default
703,8465,,48711.15,17,
704,8979,business,9006.51,19,PAID
705,4975,business,44943.52,46,PAID
706,2583,auto,18358.65,48,default
707,3195,Personal,37055.09,35,paid
708,6395,mortgage,34293.32,14,PAID
709,6640,business,35648.25,19,PAID
710,5539,business,44703.98,25,defaulted
711,5949,mortgage,31893.45,57,PAID
712,5276,mortgage,10344.37,9,paid
713,442,personal,33777.41,30,paid
714,4832,mortgage,17588.09,59,PAID
715,8839,Personal,47763.45,8,PAID
716,127,Personal,16350.56,42,paid
717,5905,Personal,12813.11,33,default
718,4758,personal,1763.0,15,defaulted
719,3228,personal,43241.57,15,
720,4610,,45887.16,49,
721,5821,,4314.27,25,defaulted
722,8725,personal,21316.47,21,paid
723,9426,business,21510.94,10,default
724,5983,,40213.58,13,
725,4772,auto,17841.26,18,defaulted
726,2473,personal,17826.04,27,default
727,9194,,17254.43,13,PAID
728,3317,auto,22031.19,34,defaulted
729,531,auto,32490.45,37,defaulted
730,5003,auto,48459.31,49,
731,6353,Personal,26880.92,29,default
732,3168,personal,20084.82,27,
733,2931,,1861.69,24,PAID
734,7428,mortgage,8850.37,30,in_progress
735,6846,mortgage,47455.89,16,PAID
736,5051,,13726.92,53,defaulted
737,1641,Personal,10885.94,29,in_progress
738,6382,business,9438.76,25,defaulted
739,6714,,29816.63,58,PAID
740,3003,business,20352.56,57,paid
741,8141,personal,29612.45,54,paid
742,1985,mortgage,48726.64,44,in_progress
743,1980,,4654.28,50,in_progress
744,309,auto,7601.22,26,paid
745,5712,personal,29106.35,34,
746,9325,business,9033.97,14,in_progress
747,4145,personal,33505.91,32,
748,4313,mortgage,40895.46,13,paid
749,6254,auto,36659.51,39,PAID
750,3902,auto,16551.16,52,paid
751,9410,business,42070.67,47,paid
752,7408,business,26005.36,39,default
753,2580,Personal,39372.07,14,in_progress
754,5905,mortgage,48132.07,20,PAID
755,9588,,23794.27,21,paid
756,3244,business,23787.98,35,paid
757,4479,mortgage,13210.89,42,default
758,7573,Personal,7024.85,41,PAID
759,8501,personal,37018.53,12,paid
760,7762,Personal,37662.41,8,paid
761,6282,mortgage,25220.93,37,
762,1518,business,38082.39,55,defaulted
