transaction_id,account_id,transaction_type,transaction_date,amount
348,9773,withdrawal,2021-11-16,3283.14
349,4888,Deposit,2021-04-01,8146.6
350,552,transfer,2023-05-18,6736.42
351,3929,,2021-12-28,2804.6
352,8485,withdraw,2021-06-27,4092.44
353,9987,transfer,2020-03-27,2147.02
354,9156,Deposit,2021-03-17,5540.7
355,1604,,2023-09-17,2270.26
356,2793,Deposit,2022-01-07,9273.32
357,9822,withdrawal,2023-09-11,2705.22
358,8485,Deposit,2023-05-05,7123.1
359,114,Deposit,2020-03-27,3945.61
360,5675,withdraw,2020-06-26,8936.81
361,3157,Deposit,2022-05-27,3161.23
362,2820,,2020-07-04,169.02
363,6343,deposit,2021-07-29,1070.02
364,634,Deposit,2020-11-28,687.99
365,4637,deposit,2022-06-13,3106.97
366,7779,withdraw,2020-08-20,6727.37
367,7776,,2020-06-04,5166.13
368,9066,withdrawal,2023-10-26,2497.66
369,2804,deposit,2022-05-14,9987.66
370,7307,withdrawal,2023-05-16,666.34
371,9714,,2022-06-05,6235.88
372,5557,,2020-10-21,8018.31
373,5649,,2021-04-24,9580.57
374,5772,,2021-12-20,3550.69
375,9735,withdrawal,2022-03-23,5706.11
376,3564,deposit,2020-05-20,2524.22
377,1589,transfer,2022-12-17,346.11
378,5730,Deposit,2022-07-03,5181.79
379,9469,withdraw,2020-07-21,5910.71
380,8266,,2022-05-08,2759.79
381,2485,withdrawal,2021-12-20,2330.98
382,7685,transfer,2020-11-28,2816.63
383,1889,withdrawal,2020-05-26,5248.07
384,4772,transfer,2023-08-27,6807.95
385,1390,withdraw,2022-02-01,7209.37
386,4218,transfer,2023-10-30,2778.11
387,4747,withdraw,2020-02-08,8564.06
388,8640,Deposit,2022-08-15,4857.81
389,5465,,2022-09-16,5485.85
390,6691,,2022-04-07,2290.92
391,4899,,2022-03-20,3837.88
392,6179,transfer,2022-06-16,525.84
393,6945,,2020-02-19,5776.92
394,9293,withdrawal,2022-10-04,7491.23
395,9593,Deposit,2020-03-07,5439.71
396,7596,withdrawal,2022-10-21,3272.14
397,5864,withdrawal,2020-05-12,8349.12
398,294,Deposit,2023-10-08,585.78
399,9770,Deposit,2021-01-16,2494.86
400,4269,withdraw,2022-07-23,509.81
401,7198,transfer,2021-10-19,3936.16
402,4059,withdraw,2022-10-19,2511.04
403,5283,deposit,2020-03-08,6829.0
404,7196,deposit,2022-05-22,794.81
405,5545,withdraw,2020-04-06,346.39
406,8496,withdraw,2021-04-18,5533.72
407,2952,transfer,2022-02-28,7468.68
408,4762,Deposit,2022-03-08,4688.82
409,7019,deposit,2022-02-07,2819.87
410,9954,Deposit,2020-03-10,4990.62
411,5757,withdrawal,2021-08-15,3389.57
412,2931,withdrawal,2022-01-04,2969.5
413,2717,Deposit,2023-08-23,4477.13
414,6967,withdrawal,2022-04-15,6144.34
415,5826,deposit,2021-08-08,5790.76
416,9542,deposit,2023-04-27,1091.2
417,3376,withdrawal,2023-04-14,2190.51
418,8144,deposit,2020-11-04,80.4
419,1611,withdrawal,2020-12-24,4387.17
420,123,transfer,2022-03-12,7703.58
421,6565,transfer,2020-08-01,4148.38
422,5379,Deposit,2022-05-03,9993.34
423,7605,withdrawal,2020-05-14,7505.87
424,8360,transfer,2020-02-08,3755.39
425,8721,transfer,2022-03-15,9732.33
426,8574,deposit,2020-03-03,6410.39
427,2790,Deposit,2020-09-27,9194.93
428,5484,Deposit,2021-12-23,882.56
429,7983,transfer,2023-01-02,5580.35
430,3978,transfer,2021-01-18,9085.4
431,7229,Deposit,2021-09-04,6511.47
432,245,,2021-12-02,9882.24
433,1949,deposit,2021-09-17,9957.55
434,1353,withdraw,2023-09-09,7922.45
435,1730,deposit,2023-02-07,2794.87
436,8004,withdraw,2022-12-20,8537.07
437,4265,Deposit,2020-06-04,7037.99
438,5352,Deposit,2020-08-28,1072.34
439,1118,Deposit,2021-05-06,3882.9
440,8171,withdrawal,2021-12-22,8746.36
441,459,withdrawal,2022-01-21,7080.55
442,519,withdrawal,2022-10-12,4279.34
443,9810,Deposit,2020-10-17,6133.9
444,4232,transfer,2023-06-11,9368.42
445,9658,Deposit,2023-12-31,5980.23
446,9326,withdraw,2020-06-15,2284.46
447,763,deposit,2023-08-31,6696.94
448,8386,,2020-03-05,2669.26
449,3690,withdraw,2023-10-22,6193.96
450,7318,deposit,2021-10-02,6449.24
451,9140,withdraw,2020-04-29,3621.74
452,1250,deposit,2022-01-14,7409.37
453,4017,,2022-10-02,2936.17
454,5380,transfer,2022-03-23,157.09
455,2649,deposit,2020-01-19,3512.99
456,8121,Deposit,2021-11-18,8624.38
457,2117,withdraw,2023-12-27,5772.85
458,8140,withdrawal,2020-07-19,8495.22
459,3381,transfer,2022-02-20,1294.71
460,1875,,2022-12-26,1937.97
461,5503,withdraw,2020-08-20,1654.55
462,2533,transfer,2020-04-25,7853.42
463,7351,withdrawal,2021-12-05,6125.81
464,5679,withdrawal,2020-11-20,3370.67
465,5081,withdrawal,2021-12-27,7808.68
466,3001,withdrawal,2020-01-06,4359.54
467,3705,withdrawal,2020-03-24,6159.87
468,8771,Deposit,2022-12-05,8548.55
469,5634,deposit,2022-12-01,4258.23
470,4491,withdrawal,2021-12-12,7525.33
471,2030,withdraw,2020-07-07,5660.76
472,7134,withdraw,2022-11-20,9077.74
473,8333,withdrawal,2020-10-15,4560.07
474,1192,transfer,2022-10-04,2993.52
475,3401,withdrawal,2023-08-24,2701.24
476,3588,,2022-05-20,1916.31
477,676,Deposit,2023-08-04,3571.93
478,2080,,2023-11-13,4348.57
479,6329,deposit,2021-02-09,1364.14
480,9356,withdraw,2022-09-17,7360.08
481,6034,withdrawal,2021-10-06,9379.64
482,6639,deposit,2021-06-03,4124.61
483,942,deposit,2020-03-10,9252.75
484,423,withdrawal,2022-04-10,4225.78
485,1335,deposit,2021-06-05,2210.06
486,1949,withdraw,2023-01-30,8592.49
487,3291,withdrawal,2021-03-06,9016.43
488,6497,transfer,2020-12-01,6390.6
489,8433,withdrawal,2023-08-28,9226.27
490,8876,withdraw,2020-02-25,3493.54
491,6676,withdrawal,2021-05-23,3194.09
492,3168,withdrawal,2022-10-21,8550.24
493,6997,withdrawal,2022-10-19,2815.55
494,8549,Deposit,2020-08-25,8663.56
495,2075,Deposit,2023-05-18,2391.01
496,8486,withdraw,2020-03-02,6952.41
497,986,deposit,2020-04-17,8185.67
498,4172,withdrawal,2020-06-18,8682.28
499,7947,withdrawal,2020-06-23,9651.53
500,5024,,2023-02-15,3010.97
501,9447,Deposit,2023-10-14,5446.27
502,4069,transfer,2020-05-18,9565.29
503,5500,,2021-12-07,112.84
504,2090,Deposit,2022-02-10,6156.82
505,415,deposit,2021-04-23,1504.02
506,7819,,2021-08-13,4408.04
507,636,withdrawal,2021-08-13,849.71
508,9086,withdrawal,2021-11-28,3370.72
509,3376,withdraw,2021-11-02,6919.42
510,9466,transfer,2021-10-30,8118.49
511,2452,withdraw,2020-04-22,5617.22
512,9747,transfer,2020-03-25,4367.72
513,637,,2020-08-17,3431.97
514,6534,,2021-07-04,9069.85
515,4920,transfer,2022-05-13,1983.6
516,1490,,2023-03-24,6844.44
517,2812,transfer,2020-10-06,1416.55
518,3474,transfer,2022-04-12,8997.48
519,7915,withdraw,2022-03-10,2860.81
520,2346,withdrawal,2021-07-18,3719.39
521,2620,withdrawal,2023-02-26,1839.77
522,4152,,2020-04-18,9341.74
523,259,withdraw,2021-11-26,8878.28
524,7634,,2022-07-18,4737.92
525,7120,Deposit,2021-06-01,310.96
526,6187,,2020-07-03,9046.32
527,8604,deposit,2021-08-29,9626.59
528,8106,transfer,2020-01-14,709.16
529,9353,withdraw,2022-08-28,6091.11
530,8532,transfer,2020-03-09,9558.71
531,5141,transfer,2021-06-08,6968.05
532,3053,transfer,2020-11-27,5166.84
533,5002,withdraw,2021-10-05,3427.13
534,940,withdrawal,2022-11-27,7402.99
535,4277,Deposit,2021-10-31,9876.83
536,5878,Deposit,2020-11-05,6395.88
537,7973,,2022-12-24,5052.45
538,5816,withdraw,2022-08-02,1687.08
539,2700,deposit,2021-02-18,8613.69
540,5627,Deposit,2022-10-05,3844.17
541,4099,Deposit,2023-12-20,7696.09
542,3726,transfer,2021-03-09,3484.4
543,8867,withdraw,2023-07-26,1217.23
544,3426,,2022-08-31,6690.25
545,8350,,2020-08-14,5461.38
546,6727,withdrawal,2020-07-27,1516.25
547,8082,withdraw,2023-12-10,8296.74
548,8657,withdraw,2021-03-15,3032.51
549,9914,Deposit,2020-02-25,4434.3
550,6969,transfer,2023-01-28,4972.19
551,1440,withdraw,2020-10-16,2471.3
552,5745,withdrawal,2023-08-11,5025.49
553,3037,transfer,2020-08-01,687.07
554,8932,transfer,2022-03-20,1878.05
555,8514,withdrawal,2022-04-13,2764.25
556,2981,withdrawal,2021-05-24,3599.59
557,6798,,2021-10-21,2495.99
558,2368,withdrawal,2020-09-26,4712.85
559,3703,withdraw,2023-04-04,6595.21
560,4885,,2021-01-06,3459.13
561,4745,transfer,2020-01-12,383.73
562,4498,,2022-09-14,6341.13
563,1144,transfer,2023-11-16,8799.26
564,6213,deposit,2023-12-17,1254.26
565,6206,deposit,2022-08-01,1859.14
566,9872,deposit,2021-07-28,305.84
567,2169,,2021-04-02,2192.85
568,6660,withdraw,2022-06-23,2963.86
569,9317,,2022-11-19,4565.11
570,5838,withdraw,2020-12-07,6999.33
571,2673,withdrawal,2023-08-31,4334.59
572,8091,withdraw,2020-02-24,3654.94
573,1186,transfer,2020-07-16,6840.67
574,5892,transfer,2023-08-22,6452.95
575,6123,,2023-12-13,4245.39
576,7660,Deposit,2023-11-22,3393.0
577,3379,Deposit,2020-07-15,3804.85
578,3970,withdraw,2023-08-18,4053.68
579,746,,2022-09-04,906.66
580,7146,,2020-07-17,1826.07
581,8608,Deposit,2023-01-26,6567.95
582,570,withdraw,2022-05-19,9313.74
583,4246,withdrawal,2020-01-19,853.56
584,2067,withdrawal,2020-06-21,1218.36
585,7898,Deposit,2020-11-05,995.21
586,6500,withdraw,2021-12-04,2560.49
587,6900,Deposit,2021-04-03,7927.85
588,1970,transfer,2023-11-25,8360.61
589,788,withdraw,2022-02-17,8919.13
590,2349,deposit,2022-05-09,7842.25
591,5976,transfer,2022-06-24,4593.96
592,7471,withdraw,2022-03-02,5688.17
593,3172,Deposit,2022-04-03,6851.46
594,9774,,2023-11-03,2484.14
595,9095,Deposit,2020-10-08,5455.76
596,4913,Deposit,2020-11-20,5152.2
597,8599,withdraw,2021-10-25,7669.88
598,9181,Deposit,2023-04-10,2349.92
599,2143,withdraw,2022-04-18,9202.11
600,8351,withdraw,2020-10-18,3874.78
601,6500,Deposit,2022-11-06,4946.0
602,5650,withdrawal,2021-12-20,3357.1
603,4298,withdrawal,2022-09-17,1164.26
604,5383,transfer,2021-08-30,1784.12
605,3757,withdraw,2020-11-17,9902.69
606,3100,Deposit,2023-03-07,3504.57
607,1042,,2021-05-10,1164.11
608,3062,Deposit,2022-08-14,4457.94
609,9225,Deposit,2022-03-17,1381.21
610,875,withdrawal,2023-11-22,6152.81
611,7696,deposit,2023-04-13,250.97
612,9534,,2021-10-11,5609.47
613,1920,withdraw,2022-04-02,6870.65
614,4136,transfer,2020-08-07,816.37
615,5593,transfer,2023-03-21,1487.73
616,4709,transfer,2021-09-29,7748.36
617,7262,withdraw,2022-01-27,4215.27
618,8250,withdraw,2020-07-09,931.36
619,5829,transfer,2021-09-27,8625.26
620,6762,transfer,2021-11-19,7371.95
621,6494,Deposit,2023-09-04,1878.82
622,9491,,2022-05-22,3478.78
623,3611,deposit,2022-02-15,5683.88
624,2093,withdrawal,2021-11-17,225.68
625,974,withdraw,2022-01-02,4903.4
626,2463,deposit,2020-06-21,3412.56
627,5426,transfer,2020-08-20,9259.14
628,2287,,2022-07-20,2266.5
629,1483,transfer,2023-06-10,3991.19
630,2215,transfer,2022-01-20,1631.17
631,3835,transfer,2021-10-12,1292.11
632,9429,Deposit,2020-03-25,2805.2
633,4828,withdraw,2022-08-30,8164.53
634,9208,transfer,2022-05-30,3782.75
635,1687,transfer,2020-01-24,1873.15
636,7534,withdraw,2022-02-07,178.99
637,6465,withdrawal,2020-11-12,5486.9
638,9149,Deposit,2022-05-02,4955.52
639,1206,Deposit,2023-06-16,2114.1
640,9869,deposit,2022-08-22,3639.15
641,968,Deposit,2022-02-27,2891.01
642,5203,deposit,2020-09-16,7120.18
643,4760,withdrawal,2021-09-03,3682.81
644,2152,withdraw,2022-08-25,4702.35
645,7345,transfer,2023-05-29,9893.88
646,9851,,2020-09-01,8954.03
647,1753,deposit,2021-01-25,6584.29
648,3438,,2021-01-19,4831.5
649,6624,,2021-03-28,3527.99
650,3308,Deposit,2023-01-05,9432.22
651,7939,,2021-05-22,9126.85
652,2493,transfer,2023-05-26,1658.88
653,7497,withdrawal,2023-05-12,2528.73
654,7745,withdraw,2022-06-09,3911.07
655,2962,deposit,2021-10-09,4578.53
656,8259,Deposit,2020-02-29,5426.65
657,9870,,2021-05-11,396.01
658,448,,2020-09-10,690.4
659,6432,transfer,2022-07-18,4699.84
660,3780,transfer,2023-09-27,9182.77
661,5308,transfer,2022-05-31,7426.57
662,613,withdraw,2022-10-29,5434.85
663,6549,deposit,2022-06-14,294.54
664,6506,withdraw,2021-03-04,692.12
665,2693,,2021-06-12,6303.55
