complaint_id,customer_id,complaint_type,complaint_date,status
85,5518,other,2023-04-21,Resolved
86,6307,other,2023-01-06,resolved
87,9191,,2021-06-07,
88,6226,loan,2023-02-10,Resolved
89,2883,transaction,2023-08-03,pending
90,2427,loan,2023-09-02,in_progress
91,5940,transaction,2023-05-28,in_progress
92,4304,other,2021-11-04,
93,1938,other,2021-01-15,in_progress
94,6270,Transaction,2022-04-08,resolved
95,1080,service,2023-03-26,pending
96,74,other,2022-08-19,pending
97,2192,,2021-04-18,pending
98,6814,loan,2023-09-03,pending
99,6830,other,2021-03-19,pending
100,328,transaction,2023-03-23,pending
101,865,Transaction,2021-12-12,
102,9168,Transaction,2023-06-07,in_progress
103,1284,,2021-10-29,Resolved
104,2026,service,2022-06-15,
105,1287,service,2023-11-05,pending
106,4931,loan,2023-09-16,
107,6855,Transaction,2021-08-30,
108,5466,Transaction,2021-02-05,pending
109,9624,service,2021-02-03,resolved
110,208,,2022-12-29,in_progress
111,498,service,2022-10-16,
112,318,loan,2021-03-06,pending
113,9160,transaction,2021-04-18,
114,1621,,2022-01-18,in_progress
115,5899,,2022-08-28,resolved
116,542,loan,2021-08-11,in_progress
117,7646,transaction,2022-02-05,
118,4491,Transaction,2021-03-02,in_progress
119,9908,,2023-01-23,
120,986,service,2021-03-11,
121,7786,transaction,2022-03-08,pending
122,2238,Transaction,2021-06-21,pending
123,9628,service,2022-11-11,in_progress
124,6858,,2023-12-06,
125,1807,transaction,2023-07-08,
126,5024,other,2023-11-22,pending
127,7441,service,2023-12-02,Resolved
128,6610,,2022-09-16,pending
129,1373,transaction,2022-05-27,pending
130,8135,Transaction,2022-08-29,
131,8345,service,2021-07-09,Resolved
132,2957,transaction,2023-03-29,
133,4209,,2021-04-01,Resolved
134,6501,service,2023-05-13,Resolved
135,2093,other,2021-11-20,
136,4387,service,2023-06-15,
137,7431,,2023-11-30,Resolved
138,1734,,2021-08-14,pending
139,2221,loan,2023-03-04,in_progress
140,1765,,2021-04-20,in_progress
141,6590,service,2021-10-07,pending
142,4913,other,2022-01-25,
143,754,Transaction,2023-08-31,resolved
144,1107,loan,2022-09-25,resolved
145,2453,transaction,2022-11-13,Resolved
146,591,transaction,2023-10-13,in_progress
147,667,other,2022-06-05,Resolved
148,8197,other,2021-01-17,Resolved
149,6295,,2022-08-09,
150,1710,loan,2022-10-03,Resolved
151,5417,transaction,2021-01-24,pending
152,8661,Transaction,2022-10-02,
153,4289,,2021-05-16,
154,2761,Transaction,2022-06-26,Resolved
155,5463,loan,2023-01-18,in_progress
156,657,transaction,2023-12-04,pending
157,6670,other,2022-04-22,pending
158,8719,service,2021-05-10,
159,3055,transaction,2023-05-28,pending
160,5674,other,2021-01-08,resolved
161,1476,,2021-03-20,pending
162,9845,,2022-12-27,
163,2266,,2022-05-29,
164,2246,other,2023-11-13,Resolved
165,3762,transaction,2022-08-12,resolved
166,4716,,2022-06-06,resolved
167,6566,,2021-08-22,
168,5770,transaction,2021-04-03,pending
169,558,loan,2022-08-10,
170,1725,Transaction,2021-12-18,in_progress
171,4878,loan,2022-09-13,Resolved
172,9674,service,2023-12-01,in_progress
173,1757,loan,2021-11-25,pending
174,905,Transaction,2023-02-13,Resolved
175,6398,service,2022-07-31,Resolved
176,9238,transaction,2022-02-16,resolved
177,5060,Transaction,2022-05-08,resolved
178,1881,Transaction,2022-07-07,pending
179,7791,transaction,2021-09-07,pending
180,1714,service,2023-06-13,
181,5487,service,2023-11-25,Resolved
182,7945,,2023-09-27,
183,3439,,2022-05-20,Resolved
184,8345,transaction,2021-03-01,in_progress
185,8173,Transaction,2021-07-08,
186,6465,transaction,2022-07-19,
187,4934,other,2021-02-20,
188,8722,,2023-04-11,in_progress
189,3197,service,2022-11-14,in_progress
190,1763,loan,2023-08-31,pending
191,3013,loan,2023-02-14,
192,4868,,2023-09-30,Resolved
193,1726,,2021-08-13,
194,123,transaction,2021-07-03,resolved
195,23,Transaction,2023-02-28,
196,6963,Transaction,2022-09-15,in_progress
197,1429,,2022-07-10,pending
198,9979,other,2023-07-10,pending
199,3674,other,2023-03-26,
200,8076,Transaction,2021-11-06,resolved
201,4068,,2023-06-11,pending
202,3493,,2021-03-21,
203,3672,other,2022-08-25,Resolved
204,4499,Transaction,2022-08-25,Resolved
205,6774,,2023-10-26,Resolved
206,4331,loan,2021-01-12,
207,5903,service,2021-05-05,pending
208,742,Transaction,2023-02-27,resolved
209,6578,loan,2022-03-29,
210,1472,Transaction,2021-02-19,
211,2209,,2022-10-26,
212,7067,transaction,2023-10-07,resolved
213,9545,,2022-01-29,pending
214,2913,transaction,2022-04-02,in_progress
215,3003,loan,2023-11-03,
216,7140,,2022-12-29,pending
217,6000,service,2021-11-13,
218,8003,transaction,2023-07-04,in_progress
219,5544,Transaction,2023-11-12,
220,6421,transaction,2022-12-07,in_progress
221,6187,,2023-10-22,
222,2230,other,2023-12-20,in_progress
223,7342,other,2021-07-08,
224,9902,transaction,2023-06-08,pending
225,8664,Transaction,2021-01-23,
226,7038,Transaction,2022-01-25,Resolved
227,4983,,2022-01-06,
228,8039,,2022-05-26,in_progress
229,7456,service,2023-11-08,Resolved
230,5082,,2023-03-29,pending
231,4764,other,2021-12-23,in_progress
232,2014,service,2023-01-07,resolved
233,6172,Transaction,2021-09-17,
234,4440,Transaction,2021-11-08,in_progress
235,7195,loan,2022-08-20,in_progress
236,2873,,2021-02-15,
237,2285,loan,2022-06-22,pending
238,9131,transaction,2021-08-08,Resolved
239,2280,,2021-12-10,Resolved
240,4463,,2021-01-15,
241,3053,service,2023-05-17,
242,4856,loan,2023-02-16,Resolved
243,8616,other,2022-04-30,
244,9112,other,2021-01-31,Resolved
245,4587,,2022-01-13,Resolved
246,9411,service,2023-08-03,resolved
247,9242,other,2023-05-05,pending
248,5531,loan,2023-08-25,
249,4874,transaction,2023-12-11,resolved
250,887,,2021-02-27,resolved
251,4027,,2022-12-22,resolved
252,5179,,2021-07-15,resolved
253,5336,loan,2022-12-18,pending
254,6393,loan,2022-10-01,
255,5741,Transaction,2023-09-03,Resolved
256,6131,loan,2021-06-28,Resolved
257,382,other,2021-10-01,in_progress
258,8833,transaction,2021-09-27,Resolved
259,7149,loan,2021-02-08,Resolved
260,6600,other,2023-04-02,Resolved
261,5389,other,2022-02-19,pending
262,5637,transaction,2022-03-26,
263,3497,service,2021-11-21,pending
264,5801,,2021-10-27,Resolved
265,7221,service,2021-09-20,
266,4556,service,2021-11-03,
267,8761,,2023-12-24,in_progress
268,4994,service,2022-02-21,
269,328,service,2022-04-21,
270,6487,transaction,2022-08-03,resolved
271,5487,other,2021-08-31,
272,829,Transaction,2023-04-23,Resolved
273,7997,transaction,2021-07-02,pending
274,5382,,2023-01-01,
275,6487,other,2021-01-07,Resolved
276,8640,service,2023-08-09,resolved
277,4668,Transaction,2023-12-14,pending
278,8024,other,2023-01-12,pending
279,4285,transaction,2023-01-25,
280,6268,service,2021-03-29,in_progress
281,990,Transaction,2022-03-06,
282,5135,,2023-02-01,in_progress
283,278,other,2022-06-20,in_progress
284,6351,,2021-07-03,pending
285,8451,,2023-08-31,pending
286,8789,service,2023-11-02,
287,1973,,2022-04-25,Resolved
288,6528,transaction,2023-09-10,Resolved
289,9907,,2022-12-24,in_progress
290,8371,,2023-07-04,pending
291,2542,,2022-04-27,
292,6636,other,2021-02-13,resolved
293,4277,Transaction,2022-05-05,resolved
294,662,other,2023-09-10,pending
295,7351,Transaction,2023-07-13,in_progress
296,8289,service,2023-03-03,in_progress
297,9392,loan,2022-01-09,Resolved
298,1494,loan,2023-02-22,in_progress
299,8155,,2021-04-10,in_progress
300,9090,other,2023-03-05,
301,7702,transaction,2021-07-20,
302,838,,2022-10-02,
303,8771,service,2021-12-27,
304,4868,service,2022-08-07,
305,318,other,2023-09-10,
306,9869,,2023-08-01,Resolved
307,7909,service,2021-04-26,in_progress
308,1427,other,2022-10-19,pending
309,2349,other,2022-09-07,
310,6118,transaction,2022-10-24,
311,561,loan,2022-10-13,in_progress
312,2604,loan,2023-01-08,
313,7432,,2023-04-30,
314,7562,,2022-03-03,
315,7061,service,2023-01-31,pending
316,787,loan,2021-04-08,in_progress
317,6203,Transaction,2021-05-01,pending
318,5870,transaction,2022-11-14,resolved
319,4780,,2023-08-27,resolved
320,8532,service,2021-12-26,in_progress
321,6767,transaction,2021-11-06,in_progress
322,8429,,2023-03-20,
323,3133,loan,2022-07-27,pending
324,886,Transaction,2022-01-05,
325,9982,service,2022-11-13,resolved
326,3101,,2022-10-17,
327,5867,transaction,2023-04-25,in_progress
328,3674,other,2022-02-07,in_progress
329,7060,transaction,2022-05-06,
330,5756,loan,2021-03-20,in_progress
331,757,,2022-07-12,in_progress
332,7922,other,2021-08-13,pending
333,8518,transaction,2021-03-07,in_progress
334,1264,,2021-01-06,Resolved
335,735,,2021-11-26,
336,3900,,2023-01-23,
337,3916,,2021-12-29,in_progress
338,6384,,2021-01-19,
339,3700,service,2023-11-21,Resolved
340,6936,loan,2021-09-17,resolved
341,6714,Transaction,2021-07-09,
342,3603,Transaction,2021-05-22,Resolved
343,5873,,2022-07-19,
344,9849,service,2021-08-05,
345,3369,other,2021-10-21,Resolved
346,8238,service,2022-03-20,in_progress
347,7219,service,2021-01-09,Resolved
348,9314,Transaction,2023-04-25,in_progress
349,6138,service,2023-02-06,pending
350,2051,other,2021-12-28,
351,4159,service,2022-03-17,
352,6566,transaction,2021-01-08,in_progress
353,2426,service,2023-11-18,resolved
354,2298,loan,2022-04-10,resolved
355,7231,,2022-05-07,
356,4685,transaction,2021-12-09,resolved
357,6153,Transaction,2023-01-27,resolved
358,6814,other,2021-02-22,resolved
359,1720,,2022-08-13,Resolved
360,1743,,2022-08-30,Resolved
361,9399,loan,2022-09-19,Resolved
362,4041,,2022-03-18,
363,4256,,2022-10-18,in_progress
364,8327,Transaction,2022-06-28,
365,6948,loan,2023-01-27,
366,5381,Transaction,2023-12-07,pending
367,3711,,2023-06-14,pending
368,649,Transaction,2021-01-22,Resolved
369,282,service,2021-07-24,in_progress
370,6132,service,2022-12-28,Resolved
371,4357,other,2021-02-19,in_progress
372,6315,,2023-08-01,resolved
373,7926,transaction,2023-01-23,Resolved
374,1778,,2022-01-30,
375,6512,transaction,2023-02-25,
376,5256,,2023-11-09,resolved
377,7392,other,2023-04-06,Resolved
378,6732,service,2022-06-18,pending
379,8794,,2021-10-10,
380,2324,Transaction,2021-01-02,Resolved
381,2920,,2022-08-12,resolved
382,2392,transaction,2022-10-23,
383,2786,,2021-02-11,in_progress
384,3912,,2023-12-23,resolved
385,661,Transaction,2021-09-17,in_progress
386,500,,2022-02-24,in_progress
387,8951,,2022-04-19,
388,1110,other,2022-05-07,Resolved
389,1621,service,2021-08-24,pending
390,1708,Transaction,2023-05-24,resolved
391,3416,other,2023-02-22,Resolved
392,1105,,2022-03-12,
393,395,,2023-11-14,
394,7880,service,2022-02-08,
395,8262,,2023-10-05,in_progress
396,4519,transaction,2023-10-09,in_progress
397,2182,service,2022-07-30,
398,4102,service,2023-03-06,in_progress
399,6299,loan,2022-07-18,pending
400,5208,,2021-05-26,in_progress
401,6856,Transaction,2023-03-28,resolved
402,67,Transaction,2022-03-14,resolved
403,332,transaction,2022-03-30,
404,7005,loan,2021-07-31,in_progress
405,3882,,2021-08-16,in_progress
406,8537,loan,2023-08-24,resolved
407,752,,2021-01-16,pending
408,6159,loan,2022-04-11,
409,6834,,2022-05-22,pending
410,3658,transaction,2022-12-29,resolved
411,9142,,2022-11-19,
412,7974,transaction,2023-11-17,
413,7237,loan,2021-02-18,resolved
414,173,service,2021-09-04,Resolved
415,6096,,2022-12-15,in_progress
416,7836,,2023-05-19,in_progress
417,2495,other,2022-04-26,in_progress
418,8926,loan,2022-03-17,pending
419,9929,,2022-05-14,Resolved
420,5401,,2021-04-16,resolved
421,6546,service,2022-06-22,
422,7731,loan,2023-05-15,
423,4492,,2021-04-19,in_progress
424,6273,other,2021-12-18,
425,8465,loan,2021-10-18,pending
426,9496,transaction,2021-10-15,pending
427,6309,loan,2022-05-20,
428,2596,service,2021-10-21,pending
429,2205,Transaction,2021-12-05,Resolved
430,2988,transaction,2023-10-19,resolved
431,5332,Transaction,2021-11-02,pending
432,7112,other,2021-10-04,
433,4656,other,2021-06-13,Resolved
434,6806,service,2022-10-03,
435,9241,Transaction,2023-11-10,pending
436,6985,Transaction,2023-12-03,resolved
437,3153,transaction,2023-11-12,Resolved
438,6359,transaction,2023-06-05,
439,2328,loan,2021-09-09,resolved
440,8682,transaction,2021-04-14,pending
441,7555,service,2022-05-23,
442,1295,service,2021-08-28,resolved
443,9469,Transaction,2022-11-19,
444,9218,transaction,2023-01-22,Resolved
445,2239,transaction,2023-06-07,Resolved
446,6043,service,2022-11-30,in_progress
447,8644,other,2022-08-13,pending
448,4308,loan,2023-07-03,pending
449,7506,,2022-01-04,in_progress
450,4336,service,2021-09-08,Resolved
451,8705,,2021-02-04,Resolved
452,9152,loan,2022-02-04,pending
453,3966,,2023-07-08,Resolved
454,9391,other,2021-12-22,resolved
455,2155,service,2023-12-08,Resolved
456,4626,,2023-01-07,Resolved
457,5850,,2023-06-14,pending
458,8464,loan,2022-03-20,
459,8891,,2022-04-21,Resolved
460,8994,Transaction,2023-03-12,resolved
461,7980,Transaction,2023-01-28,
462,2945,,2022-07-24,
463,4019,service,2023-06-24,
464,934,,2022-10-23,pending
465,9736,Transaction,2021-04-06,
466,3557,transaction,2021-10-11,
467,2140,Transaction,2022-02-03,resolved
468,176,service,2021-12-13,resolved
469,8825,other,2023-04-28,
470,2579,service,2023-03-10,
471,4535,service,2023-11-23,
472,6617,Transaction,2021-10-11,in_progress
473,725,loan,2022-07-22,Resolved
474,1638,service,2021-06-17,Resolved
475,6671,Transaction,2021-01-22,Resolved
476,4439,loan,2023-06-09,pending
477,6175,transaction,2021-02-27,pending
478,8035,loan,2021-07-31,Resolved
479,4808,other,2021-05-09,
480,1246,transaction,2023-09-02,
481,7996,,2023-09-05,
482,170,,2021-03-29,in_progress
483,6067,,2023-03-08,
484,9810,,2022-08-22,resolved
485,7161,,2023-05-22,pending
486,3821,other,2021-02-13,Resolved
487,9247,loan,2023-10-09,resolved
488,8523,transaction,2023-12-19,
489,2320,transaction,2022-11-01,pending
490,7404,loan,2021-03-12,
491,3132,Transaction,2021-09-01,in_progress
492,6002,Transaction,2023-12-04,in_progress
493,1095,,2021-12-07,
494,8335,,2023-03-17,
495,3059,,2023-11-23,pending
496,3193,loan,2021-03-31,pending
497,2680,service,2022-07-06,resolved
498,5580,loan,2021-05-21,
499,8906,loan,2023-12-03,in_progress
500,8314,service,2022-07-31,
501,5738,service,2022-06-30,resolved
502,5852,transaction,2022-03-18,resolved
503,7502,loan,2023-11-10,
504,3632,,2022-12-03,Resolved
505,9277,loan,2023-01-24,Resolved
506,2355,transaction,2022-08-19,pending
507,4989,Transaction,2021-06-17,pending
508,5328,other,2023-10-08,resolved
509,8249,service,2022-09-04,in_progress
510,1357,Transaction,2022-04-23,
511,1054,service,2021-01-29,pending
512,677,transaction,2021-04-30,
513,6994,loan,2021-08-14,pending
514,8710,loan,2023-12-02,resolved
515,7164,loan,2021-04-01,Resolved
516,5786,Transaction,2022-04-24,pending
517,157,,2023-01-03,resolved
518,9748,other,2021-01-13,pending
519,7180,transaction,2022-07-25,
520,3688,loan,2023-08-03,Resolved
521,6364,Transaction,2022-09-27,pending
522,4114,,2023-02-14,Resolved
523,2758,,2022-09-01,
524,5961,loan,2022-03-10,
525,9246,Transaction,2021-11-18,Resolved
526,140,service,2021-10-31,
527,9413,transaction,2023-09-22,Resolved
528,6583,service,2023-10-09,
529,9511,,2022-06-29,Resolved
530,9979,other,2023-05-06,in_progress
531,2498,Transaction,2023-06-10,pending
532,4360,other,2023-12-03,
533,2609,transaction,2023-06-11,resolved
534,5553,,2022-03-03,resolved
535,9659,other,2022-03-21,
536,2399,,2022-11-27,
537,9226,transaction,2021-05-25,in_progress
538,5477,other,2021-12-20,in_progress
539,9889,,2023-01-09,resolved
540,1599,service,2022-04-05,in_progress
541,393,,2023-09-22,in_progress
542,2839,other,2022-03-15,
543,5279,other,2022-07-05,pending
544,4309,other,2022-11-08,pending
545,1859,loan,2022-07-08,
546,8715,Transaction,2022-04-21,resolved
547,3934,,2023-10-10,
548,8537,,2023-03-01,pending
549,2513,service,2023-09-23,pending
550,3134,loan,2022-11-11,
551,9316,service,2022-04-15,pending
552,3825,,2022-01-28,pending
553,9918,Transaction,2023-07-12,Resolved
554,9639,Transaction,2023-01-19,
555,898,service,2023-09-21,resolved
556,9419,loan,2022-12-15,
557,8268,service,2022-04-09,Resolved
558,5764,loan,2022-11-21,
559,4629,,2022-03-17,resolved
560,6438,other,2021-11-28,Resolved
561,675,,2021-01-12,
562,8489,loan,2023-10-05,pending
563,1121,loan,2023-05-27,resolved
564,1229,Transaction,2023-03-05,Resolved
565,5657,loan,2023-03-13,
566,5372,service,2023-02-18,
567,3558,,2022-01-03,Resolved
568,9074,loan,2021-03-18,resolved
569,6745,,2023-03-12,pending
570,8256,,2021-06-13,
571,3701,service,2021-04-09,Resolved
572,1164,service,2021-06-23,pending
573,31,Transaction,2021-10-31,in_progress
574,6732,Transaction,2022-01-17,pending
575,8351,,2022-01-30,in_progress
576,6787,,2021-08-07,
577,8994,,2023-10-22,
578,5626,other,2023-02-27,Resolved
579,3119,transaction,2023-10-28,resolved
580,5525,,2022-03-27,pending
581,769,service,2022-05-17,
582,8655,,2022-01-25,Resolved
583,7198,,2023-09-03,resolved
584,197,other,2023-12-09,resolved
585,9396,service,2021-05-16,
586,5742,loan,2021-03-20,in_progress
587,2306,transaction,2023-08-10,Resolved
588,2618,service,2023-03-21,
589,7898,loan,2021-11-28,pending
590,3745,service,2022-06-25,pending
591,3183,,2022-03-08,Resolved
592,4675,,2021-10-20,
593,6366,transaction,2022-03-04,
594,8615,,2021-01-03,resolved
595,1531,Transaction,2023-05-26,resolved
596,4817,transaction,2023-01-19,
597,3190,,2022-01-13,Resolved
598,9108,,2022-01-01,in_progress
599,9038,other,2021-10-05,in_progress
600,7679,,2023-09-23,
601,4651,other,2022-05-24,
602,9594,service,2021-12-23,in_progress
603,2880,loan,2021-11-20,resolved
604,7427,loan,2021-09-08,
605,5240,,2022-02-16,
606,8116,,2022-07-08,
607,3292,transaction,2022-04-26,
608,9054,,2023-10-09,in_progress
609,8252,transaction,2023-11-29,in_progress
610,922,loan,2022-07-27,pending
611,8944,,2023-10-15,Resolved
612,9383,other,2021-10-17,pending
613,6452,loan,2021-04-02,Resolved
614,9147,loan,2022-06-15,Resolved
615,1242,service,2023-04-08,Resolved
616,423,Transaction,2021-04-06,Resolved
617,3786,transaction,2021-06-09,
618,9830,,2023-10-15,in_progress
619,9170,service,2022-03-10,in_progress
620,284,transaction,2023-11-19,pending
621,6057,loan,2022-11-07,
622,8744,transaction,2023-03-23,
623,7684,other,2021-06-15,resolved
624,3727,service,2022-11-10,pending
625,9877,transaction,2023-04-13,in_progress
626,7503,transaction,2022-10-11,
627,3530,loan,2021-04-25,
628,5570,other,2022-09-19,resolved
629,4875,Transaction,2023-03-01,pending
630,5922,other,2023-09-12,
631,3117,loan,2023-01-27,in_progress
632,6805,,2022-01-07,pending
633,1718,,2021-05-02,
634,2858,,2023-01-24,
635,9047,Transaction,2023-04-27,
636,4402,loan,2022-02-07,in_progress
637,3980,service,2021-01-09,
638,8378,,2022-04-21,
639,1569,other,2022-11-01,pending
640,2436,transaction,2022-09-18,
641,7025,transaction,2022-08-19,
642,5590,transaction,2022-09-19,Resolved
643,9161,Transaction,2021-06-11,in_progress
644,8864,service,2021-01-18,pending
645,8961,service,2022-10-05,
646,4344,service,2023-11-15,Resolved
647,4198,,2021-01-12,Resolved
648,1451,,2022-09-15,pending
649,4869,service,2023-09-15,pending
650,9123,,2022-06-09,resolved
651,1015,other,2022-09-23,
652,1976,Transaction,2021-01-12,Resolved
653,8430,other,2023-08-04,pending
654,2718,other,2023-11-10,Resolved
655,9345,service,2022-02-20,pending
656,2287,service,2022-06-27,Resolved
657,6244,,2023-11-04,
658,5046,transaction,2023-06-02,in_progress
659,2042,,2021-03-04,pending
660,4059,service,2023-07-25,Resolved
661,6970,other,2023-09-06,
662,5519,other,2023-06-01,resolved
663,4361,,2021-05-21,Resolved
664,4008,,2021-09-21,Resolved
665,6176,,2021-12-22,in_progress
666,163,loan,2021-08-26,
667,8751,,2022-12-03,Resolved
668,5768,,2021-10-11,in_progress
669,5443,Transaction,2023-07-04,resolved
670,4449,other,2023-09-10,in_progress
671,3068,Transaction,2021-02-22,
672,5291,service,2021-04-18,in_progress
673,3151,service,2022-08-26,
674,3294,,2022-06-26,pending
675,2234,transaction,2023-11-11,
676,1859,Transaction,2022-03-01,in_progress
677,1629,,2023-06-07,pending
678,22,,2023-04-26,resolved
679,7275,Transaction,2023-12-25,
680,9202,service,2022-01-19,
681,4351,Transaction,2022-02-03,
682,6156,,2022-06-27,
683,8512,service,2023-04-22,resolved
684,6653,transaction,2021-05-13,
685,5604,service,2021-06-17,Resolved
686,5133,service,2023-10-11,resolved
687,414,transaction,2023-11-09,
688,268,loan,2021-07-04,
689,4347,,2021-01-28,Resolved
690,7155,,2021-09-25,Resolved
691,7056,transaction,2021-11-19,in_progress
692,3413,Transaction,2022-10-05,pending
693,3812,transaction,2023-02-01,
694,6202,,2022-07-05,pending
695,2190,other,2021-06-19,in_progress
696,5576,transaction,2022-05-30,
697,7834,,2023-09-25,
698,2312,service,2021-07-12,Resolved
699,9862,other,2023-11-06,pending
700,9833,loan,2023-06-11,
701,7579,Transaction,2022-06-01,resolved
702,4532,Transaction,2022-02-10,
703,6005,,2021-01-26,in_progress
704,149,transaction,2022-03-16,resolved
705,1620,other,2021-12-31,
706,9601,service,2023-06-24,
707,4767,,2023-11-21,in_progress
708,3524,transaction,2021-11-15,
709,7533,,2022-10-05,pending
710,6535,transaction,2023-02-06,in_progress
711,8826,transaction,2023-07-23,resolved
712,4815,Transaction,2021-07-20,
713,6993,other,2023-07-08,
714,2847,loan,2023-08-27,Resolved
715,905,transaction,2021-10-02,
716,3072,other,2022-08-01,pending
717,2482,transaction,2021-11-14,Resolved
718,7463,service,2022-01-28,
719,8353,other,2022-08-31,pending
720,3231,,2023-02-28,
721,9347,service,2022-10-05,Resolved
722,5633,,2022-02-11,
723,7241,service,2021-06-01,pending
724,5253,,2021-06-30,resolved
725,559,other,2021-09-30,pending
726,5639,loan,2023-03-13,Resolved
727,5570,transaction,2022-09-08,pending
728,1650,,2022-01-05,resolved
729,2817,,2022-11-12,Resolved
730,1858,transaction,2022-05-18,Resolved
731,7143,,2023-10-31,
732,5534,Transaction,2023-07-23,pending
733,4345,service,2021-04-30,
734,3752,transaction,2021-04-26,resolved
735,2201,Transaction,2021-08-26,
736,9425,service,2023-11-06,in_progress
737,4517,,2022-03-10,resolved
738,9605,other,2023-11-06,
739,3068,loan,2021-07-25,
740,6149,,2021-10-04,in_progress
741,8871,loan,2022-05-28,in_progress
742,8279,,2023-06-05,Resolved
743,657,loan,2023-12-24,in_progress
744,3153,other,2023-11-26,resolved
745,6014,,2022-08-30,pending
746,6573,,2021-05-28,
747,3269,,2022-11-01,resolved
748,4080,Transaction,2021-09-19,pending
749,4983,service,2022-12-02,
750,1959,transaction,2021-05-19,in_progress
751,7120,service,2023-03-02,in_progress
752,8810,,2022-04-29,resolved
753,7813,Transaction,2021-05-27,resolved
754,9979,service,2023-06-14,pending
755,4477,,2022-03-31,
756,450,,2023-02-01,pending
757,6385,other,2023-01-28,resolved
758,223,,2022-02-27,
759,1682,transaction,2021-09-15,Resolved
760,1954,,2022-07-10,
761,4848,service,2023-11-06,Resolved
762,3192,,2022-03-19,
763,7738,service,2023-10-22,in_progress
764,2145,,2023-10-10,pending
765,4747,other,2021-02-23,
766,3625,Transaction,2023-04-21,resolved
767,7922,Transaction,2021-07-28,Resolved
768,1079,Transaction,2023-01-27,
769,7964,transaction,2022-01-14,pending
770,9756,other,2022-10-13,Resolved
771,7499,Transaction,2023-10-03,
772,3143,service,2023-07-22,pending
773,3813,loan,2021-03-14,resolved
774,1909,other,2021-12-17,pending
775,9077,Transaction,2023-09-30,pending
776,4879,Transaction,2021-07-22,pending
777,4946,loan,2022-07-11,
778,9226,transaction,2021-07-11,resolved
779,5421,,2021-07-22,resolved
780,5795,transaction,2023-11-25,
781,8850,,2022-12-14,
782,8715,loan,2021-03-01,Resolved
783,4516,transaction,2022-12-31,Resolved
784,554,service,2023-04-22,in_progress
785,5256,,2022-04-16,
786,3394,,2022-03-12,resolved
787,2769,loan,2021-01-11,in_progress
788,3137,Transaction,2022-08-27,resolved
789,9231,Transaction,2023-03-24,pending
